proposal_id	identity_key	canonical_card_name	canonical_card_id	exact_excerpt	relationship_class	certified_identity_claim_ids	why_voice_belongs	relationship_bridge	false_positive_analysis	adjacent_identity_confusion_risk	agent_recommendation	source	limitations
packet1_voice_prismari_348c67ef_9ccc_4651_9038_efdf1ad1b36a_2	PRISMARI	Rootha, Mastering the Moment	348c67ef-9ccc-4651-9038-efdf1ad1b36a	"The great thrill of perfection is that we'll always be chasing it."	NATIVE_FIGURE_OR_LOCATION	prismari_claim_002 | prismari_claim_004 | prismari_claim_006 | prismari_claim_0025	Rootha, Mastering the Moment's exact excerpt provides a bounded voice echo of a certified Prismari figure voicing perfection as an endless artistic pursuit.	The excerpt is admissible for owner review only because its language corresponds to certified claims prismari_claim_002, prismari_claim_004, prismari_claim_006, prismari_claim_0025; the relationship does not arise from card color, product membership, tags, or mechanics.	Izzet, Quandrix, and Blue also pursue improvement; Prismari's technique-in-service-of-expression is the required distinction.	Izzet, Quandrix, and Blue also pursue improvement; Prismari's technique-in-service-of-expression is the required distinction.	REVIEW_REQUIRED	data/scryfall/indexes/commander-index.json#oracle_id=348c67ef-9ccc-4651-9038-efdf1ad1b36a	Exact card text is verified, but public use remains owner-gated. Izzet, Quandrix, and Blue also pursue improvement; Prismari's technique-in-service-of-expression is the required distinction.
packet1_voice_prismari_47ee6837_2e2f_4344_ab9f_6b8887874f77_1	PRISMARI	Colorstorm Stallion	47ee6837-2e2f-4344-ab9f-6b8887874f77	Prismari students are never afraid to let their imaginations run wild.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Izzet, Quandrix, and Blue also pursue improvement; Prismari's technique-in-service-of-expression is the required distinction.	Izzet, Quandrix, and Blue also pursue improvement; Prismari's technique-in-service-of-expression is the required distinction.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=47ee6837-2e2f-4344-ab9f-6b8887874f77	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_quandrix_977f9390_e01d_4e9d_8e9c_e543b1266972_1	QUANDRIX	Zimone, Infinite Analyst	977f9390-e01d-4e9d-8e9c-e543b1266972	"The best answers leave you with more questions."	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Simic and Green also scale living systems; the explicit mathematical/natural synthesis makes this Quandrix rather than generic growth.	Simic and Green also scale living systems; the explicit mathematical/natural synthesis makes this Quandrix rather than generic growth.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=977f9390-e01d-4e9d-8e9c-e543b1266972	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_quandrix_9c83979a_b354_4e20_9638_85e8f354da81_2	QUANDRIX	Aether Helix	9c83979a-b354-4e20-9638-85e8f354da81	Some Quandrix mages prefer to study at twilight, watching their experimental equations trace glowing trails against t...	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Simic and Green also scale living systems; the explicit mathematical/natural synthesis makes this Quandrix rather than generic growth.	Simic and Green also scale living systems; the explicit mathematical/natural synthesis makes this Quandrix rather than generic growth.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=9c83979a-b354-4e20-9638-85e8f354da81	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_quandrix_ce1a6c1f_6b4e_4d19_b256_48d073b359b7_3	QUANDRIX	Additive Evolution	ce1a6c1f-6b4e-4d19-b256-48d073b359b7	"Numbers have no limits. Why should nature?" —Emil, Quandrix fourth-year	EXPLICIT_IDENTITY_REFERENCE	quandrix_claim_002 | quandrix_claim_006 | quandrix_claim_0019 | quandrix_claim_0020	Additive Evolution's exact excerpt provides a bounded voice echo of a Quandrix student explicitly joining unbounded numbers to living nature.	The excerpt is admissible for owner review only because its language corresponds to certified claims quandrix_claim_002, quandrix_claim_006, quandrix_claim_0019, quandrix_claim_0020; the relationship does not arise from card color, product membership, tags, or mechanics.	Simic and Green also scale living systems; the explicit mathematical/natural synthesis makes this Quandrix rather than generic growth.	Simic and Green also scale living systems; the explicit mathematical/natural synthesis makes this Quandrix rather than generic growth.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=ce1a6c1f-6b4e-4d19-b256-48d073b359b7	Exact card text is verified, but public use remains owner-gated. Simic and Green also scale living systems; the explicit mathematical/natural synthesis makes this Quandrix rather than generic growth.
packet1_voice_r_68418069_f615_40ef_ae0d_764192acae00_2	R	Krenko, Mob Boss	68418069-f615-40ef-ae0d-764192acae00	"Threats? Extortion? Good sir, you have me all wrong. I am a legitimate businessman; my colleagues and I are simply here to conduct legitimate business."	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Black, Rakdos, Gruul, and Jund also express anger or grievance. This is a bounded mono-Red emotional-intensity echo, not identity proof from the card's color.	Black, Rakdos, Gruul, and Jund also express anger or grievance. This is a bounded mono-Red emotional-intensity echo, not identity proof from the card's color.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=68418069-f615-40ef-ae0d-764192acae00	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_r_8c3495bf_02e7_4ad9_949d_92eb3d2b662a_1	R	Torbran, Thane of Red Fell	8c3495bf-02e7-4ad9-949d-92eb3d2b662a	A dwarf's grudge runs deeper than the mountains' roots.	CERTIFIED_SEMANTIC_ECHO	red_claim_0002 | red_claim_0004 | red_claim_0006	Torbran, Thane of Red Fell's exact excerpt provides a bounded voice echo of emotion held as a deep, active grudge rather than suppressed.	The excerpt is admissible for owner review only because its language corresponds to certified claims red_claim_0002, red_claim_0004, red_claim_0006; the relationship does not arise from card color, product membership, tags, or mechanics.	Black, Rakdos, Gruul, and Jund also express anger or grievance. This is a bounded mono-Red emotional-intensity echo, not identity proof from the card's color.	Black, Rakdos, Gruul, and Jund also express anger or grievance. This is a bounded mono-Red emotional-intensity echo, not identity proof from the card's color.	REVIEW_REQUIRED	data/scryfall/indexes/commander-index.json#oracle_id=8c3495bf-02e7-4ad9-949d-92eb3d2b662a	Exact card text is verified, but public use remains owner-gated. Black, Rakdos, Gruul, and Jund also express anger or grievance. This is a bounded mono-Red emotional-intensity echo, not identity proof from the card's color.
packet1_voice_r_da1c1c70_c2fa_4ba7_89fe_d9af3fb353b9_3	R	General Kreat, the Boltbringer	da1c1c70-c2fa-4ba7-89fe-d9af3fb353b9	To cross swords with her is a shockingly bad idea.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Black, Rakdos, Gruul, and Jund also express anger or grievance. This is a bounded mono-Red emotional-intensity echo, not identity proof from the card's color.	Black, Rakdos, Gruul, and Jund also express anger or grievance. This is a bounded mono-Red emotional-intensity echo, not identity proof from the card's color.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=da1c1c70-c2fa-4ba7-89fe-d9af3fb353b9	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_rg_327d9679_0049_4401_8dab_e0fb362306bd_2	RG	Burning-Tree Emissary	327d9679-0049-4401-8dab-e0fb362306bd	Those who regard the Gruul as savage simpletons underestimate the subtle power of their shamans.	EXPLICIT_IDENTITY_REFERENCE	claim_gruul_clans_core_identity_0002 | claim_gruul_clans_philosophy_0004 | claim_gruul_clans_placement_0001	Burning-Tree Emissary's exact excerpt provides a bounded voice echo of the Gruul named directly while rejecting the assumption that their wildness lacks subtle power.	The excerpt is admissible for owner review only because its language corresponds to certified claims claim_gruul_clans_core_identity_0002, claim_gruul_clans_philosophy_0004, claim_gruul_clans_placement_0001; the relationship does not arise from card color, product membership, tags, or mechanics.	Red, Green, and Temur can sound instinctive or wild; the explicit Gruul anti-civilization and shaman context supplies the relationship.	Red, Green, and Temur can sound instinctive or wild; the explicit Gruul anti-civilization and shaman context supplies the relationship.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=327d9679-0049-4401-8dab-e0fb362306bd	Exact card text is verified, but public use remains owner-gated. Red, Green, and Temur can sound instinctive or wild; the explicit Gruul anti-civilization and shaman context supplies the relationship.
packet1_voice_rg_8593e899_8e6f_4d40_96ab_98788b3d9486_3	RG	Burning-Tree Shaman	8593e899-8e6f-4d40-96ab-98788b3d9486	Gruul shamans are bent on punishing the civilized. Any act more complex than rubbing sticks together or eating with u...	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Red, Green, and Temur can sound instinctive or wild; the explicit Gruul anti-civilization and shaman context supplies the relationship.	Red, Green, and Temur can sound instinctive or wild; the explicit Gruul anti-civilization and shaman context supplies the relationship.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=8593e899-8e6f-4d40-96ab-98788b3d9486	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_rg_dbfa5409_5706_4de8_8152_e74b8d93910a_1	RG	Bolrac-Clan Crusher	dbfa5409-5706-4de8-8152-e74b8d93910a	Jaharg discovered that the shapes and symmetries so pleasing to the sculptor's eye also yielded a well-balanced bludg...	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Red, Green, and Temur can sound instinctive or wild; the explicit Gruul anti-civilization and shaman context supplies the relationship.	Red, Green, and Temur can sound instinctive or wild; the explicit Gruul anti-civilization and shaman context supplies the relationship.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=dbfa5409-5706-4de8-8152-e74b8d93910a	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_silverquill_96cb97ca_4ce0_4d33_86fb_4db4ce1956be_3	SILVERQUILL	Edgar, Charmed Groom // Edgar Markov's Coffin	96cb97ca-4ce0-4d33-86fb-4db4ce1956be	"Our kind has taken my gift for granted. It is time to correct that folly."	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Prismari and mono-White can also value expression or confidence; Silverquill requires word/social influence and power-awareness rather than art alone.	Prismari and mono-White can also value expression or confidence; Silverquill requires word/social influence and power-awareness rather than art alone.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=96cb97ca-4ce0-4d33-86fb-4db4ce1956be	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_silverquill_e25b516c_bf95_42bc_8b1e_04617a3d28df_2	SILVERQUILL	Baron Bertram Graywater	e25b516c-bf95-42bc-8b1e-04617a3d28df	"Of course the law's on my side. I wrote it."	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Prismari and mono-White can also value expression or confidence; Silverquill requires word/social influence and power-awareness rather than art alone.	Prismari and mono-White can also value expression or confidence; Silverquill requires word/social influence and power-awareness rather than art alone.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=e25b516c-bf95-42bc-8b1e-04617a3d28df	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_silverquill_f88eeb04_4b8e_4c76_a8c6_90887b94d518_1	SILVERQUILL	Beaming Defiance	f88eeb04-4b8e-4c76-a8c6-90887b94d518	"I've lived too long in my father's shadow. It's time to find my own light." —Killian, Silverquill mage-student	EXPLICIT_IDENTITY_REFERENCE	silverquill_claim_0019 | silverquill_claim_0020 | silverquill_claim_0021	Beaming Defiance's exact excerpt provides a bounded voice echo of a Silverquill student using language of shadow, light, self-definition, and visible presence.	The excerpt is admissible for owner review only because its language corresponds to certified claims silverquill_claim_0019, silverquill_claim_0020, silverquill_claim_0021; the relationship does not arise from card color, product membership, tags, or mechanics.	Prismari and mono-White can also value expression or confidence; Silverquill requires word/social influence and power-awareness rather than art alone.	Prismari and mono-White can also value expression or confidence; Silverquill requires word/social influence and power-awareness rather than art alone.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=f88eeb04-4b8e-4c76-a8c6-90887b94d518	Exact card text is verified, but public use remains owner-gated. Prismari and mono-White can also value expression or confidence; Silverquill requires word/social influence and power-awareness rather than art alone.
packet1_voice_sultai_88ce2017_83a6_4b55_afba_371875bf2172_1	SULTAI	Blinding Spray	88ce2017-83a6-4b55-afba-371875bf2172	"The stronger our enemies seem, the more vulnerable they are." —Sultai secret	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Black, Dimir, Grixis, and Orzhov can all sound calculating; the explicit Sultai ruthlessness and instrumental alliance frame is required.	Black, Dimir, Grixis, and Orzhov can all sound calculating; the explicit Sultai ruthlessness and instrumental alliance frame is required.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=88ce2017-83a6-4b55-afba-371875bf2172	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_sultai_c469133e_174d_476b_b135_bbf15e415e72_2	SULTAI	Aggressive Negotiations	c469133e-174d-476b-b135-bbf15e415e72	"When an alliance outlasts its usefulness it's best to end it quickly." —Heng, Sultai ambassador	EXPLICIT_IDENTITY_REFERENCE	sultai_claim_0002 | sultai_claim_0004 | sultai_claim_0007	Aggressive Negotiations's exact excerpt provides a bounded voice echo of a Sultai ambassador explicitly treating alliances as tools with an expiration point.	The excerpt is admissible for owner review only because its language corresponds to certified claims sultai_claim_0002, sultai_claim_0004, sultai_claim_0007; the relationship does not arise from card color, product membership, tags, or mechanics.	Black, Dimir, Grixis, and Orzhov can all sound calculating; the explicit Sultai ruthlessness and instrumental alliance frame is required.	Black, Dimir, Grixis, and Orzhov can all sound calculating; the explicit Sultai ruthlessness and instrumental alliance frame is required.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=c469133e-174d-476b-b135-bbf15e415e72	Exact card text is verified, but public use remains owner-gated. Black, Dimir, Grixis, and Orzhov can all sound calculating; the explicit Sultai ruthlessness and instrumental alliance frame is required.
packet1_voice_sultai_c527eb80_ccac_40b8_8377_c31121613128_3	SULTAI	Dark Deal	c527eb80-ccac-40b8-8377-c31121613128	The first khans of the Sultai relied on the magic of the rakshasa to ensure the survival of the clan.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Black, Dimir, Grixis, and Orzhov can all sound calculating; the explicit Sultai ruthlessness and instrumental alliance frame is required.	Black, Dimir, Grixis, and Orzhov can all sound calculating; the explicit Sultai ruthlessness and instrumental alliance frame is required.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=c527eb80-ccac-40b8-8377-c31121613128	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_temur_511d3de9_076b_4811_bddf_00623f98993f_3	TEMUR	Auroral Procession	511d3de9-076b-4811-bddf-00623f98993f	The Temur celebrate the end of the Unbroken Night with stories, dances, and feasts. They gather to witness the first...	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Gruul and Green also use physical force; the explicit Temur synthesis of terrain, problem solving, and direct action is the bridge.	Gruul and Green also use physical force; the explicit Temur synthesis of terrain, problem solving, and direct action is the bridge.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=511d3de9-076b-4811-bddf-00623f98993f	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_temur_bf84a598_12d3_406d_8eeb_40592e782b87_2	TEMUR	Ainok Tracker	bf84a598-12d3-406d-8eeb-40592e782b87	Some ainok of the mountains are accepted among the Temur as trusted hunt-mates.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Gruul and Green also use physical force; the explicit Temur synthesis of terrain, problem solving, and direct action is the bridge.	Gruul and Green also use physical force; the explicit Temur synthesis of terrain, problem solving, and direct action is the bridge.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=bf84a598-12d3-406d-8eeb-40592e782b87	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_temur_ccad8b03_5ff1_4895_94e0_0c96883cb875_1	TEMUR	Avalanche Tusker	ccad8b03-5ff1-4895-94e0-0c96883cb875	"Hold the high ground, then bring it to your enemy." —Surrak, khan of the Temur	EXPLICIT_IDENTITY_REFERENCE	temur_claim_0002 | temur_claim_0003 | temur_claim_0004	Avalanche Tusker's exact excerpt provides a bounded voice echo of a Temur khan joining tactical knowledge to literal natural force.	The excerpt is admissible for owner review only because its language corresponds to certified claims temur_claim_0002, temur_claim_0003, temur_claim_0004; the relationship does not arise from card color, product membership, tags, or mechanics.	Gruul and Green also use physical force; the explicit Temur synthesis of terrain, problem solving, and direct action is the bridge.	Gruul and Green also use physical force; the explicit Temur synthesis of terrain, problem solving, and direct action is the bridge.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=ccad8b03-5ff1-4895-94e0-0c96883cb875	Exact card text is verified, but public use remains owner-gated. Gruul and Green also use physical force; the explicit Temur synthesis of terrain, problem solving, and direct action is the bridge.
packet1_voice_u_0f8b97fe_3e5e_47c2_9a9d_7f77482aa159_2	U	Azami, Lady of Scrolls	0f8b97fe-3e5e-47c2-9a9d-7f77482aa159	"Choices belong to those with the luxuries of time and distance. We have neither. I recommend we proceed with the plan to destroy all shrines of the kami." —Lady Azami, letter t...	CERTIFIED_SEMANTIC_ECHO	blue_claim_0002 | blue_claim_0003 | blue_claim_0006	Azami, Lady of Scrolls's exact excerpt provides a bounded voice echo of a constrained decision answered with information, planning, and a deliberate course.	The excerpt is admissible for owner review only because its language corresponds to certified claims blue_claim_0002, blue_claim_0003, blue_claim_0006; the relationship does not arise from card color, product membership, tags, or mechanics.	Azorius, Esper, Dimir, and Jeskai also plan; this is a mono-Blue knowledge-and-deliberation echo without secrecy, law, or faction doctrine.	Azorius, Esper, Dimir, and Jeskai also plan; this is a mono-Blue knowledge-and-deliberation echo without secrecy, law, or faction doctrine.	REVIEW_REQUIRED	data/scryfall/indexes/commander-index.json#oracle_id=0f8b97fe-3e5e-47c2-9a9d-7f77482aa159	Exact card text is verified, but public use remains owner-gated. Azorius, Esper, Dimir, and Jeskai also plan; this is a mono-Blue knowledge-and-deliberation echo without secrecy, law, or faction doctrine.
packet1_voice_u_4900c157_8d9f_4f92_aaca_5246b6e2832e_3	U	April O'Neil, Live on the Scene	4900c157-8d9f-4f92-aaca-5246b6e2832e	"This is great! I must really be onto something hot if they're trying to kill me!"	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Azorius, Esper, Dimir, and Jeskai also plan; this is a mono-Blue knowledge-and-deliberation echo without secrecy, law, or faction doctrine.	Azorius, Esper, Dimir, and Jeskai also plan; this is a mono-Blue knowledge-and-deliberation echo without secrecy, law, or faction doctrine.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=4900c157-8d9f-4f92-aaca-5246b6e2832e	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_u_ea1eb902_a23c_44ff_9169_19baf71de238_1	U	Talrand, Sky Summoner	ea1eb902-a23c-44ff-9169-19baf71de238	"The seas are vast, but the skies are even more so. Why be content with one kingdom when I can rule them both?"	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Azorius, Esper, Dimir, and Jeskai also plan; this is a mono-Blue knowledge-and-deliberation echo without secrecy, law, or faction doctrine.	Azorius, Esper, Dimir, and Jeskai also plan; this is a mono-Blue knowledge-and-deliberation echo without secrecy, law, or faction doctrine.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=ea1eb902-a23c-44ff-9169-19baf71de238	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_ub_c010d833_1873_4132_b4ff_8d78b3d7c2d7_3	UB	Bontu's Last Reckoning	c010d833-1873-4132-b4ff-8d78b3d7c2d7	To the last, Bontu wanted only to be first among the God-Pharaoh's subjects.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Azorius and Orzhov also use hierarchy, while Blue/Black use information; the hidden backroom delivery is the Dimir distinction.	Azorius and Orzhov also use hierarchy, while Blue/Black use information; the hidden backroom delivery is the Dimir distinction.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=c010d833-1873-4132-b4ff-8d78b3d7c2d7	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_ub_c9edddb4_0d60_4d21_8887_51d943c6a31f_2	UB	Consult the Necrosages	c9edddb4-0d60-4d21-8887-51d943c6a31f	Dimir rank and file never see nor hear their guildmaster. All orders are given through mysterious necrosages who appe...	EXPLICIT_IDENTITY_REFERENCE	house_dimir_claim_0017 | house_dimir_claim_0018 | house_dimir_claim_0019	Consult the Necrosages's exact excerpt provides a bounded voice echo of Dimir named directly through unseen hierarchy and orders delivered by mysterious intermediaries.	The excerpt is admissible for owner review only because its language corresponds to certified claims house_dimir_claim_0017, house_dimir_claim_0018, house_dimir_claim_0019; the relationship does not arise from card color, product membership, tags, or mechanics.	Azorius and Orzhov also use hierarchy, while Blue/Black use information; the hidden backroom delivery is the Dimir distinction.	Azorius and Orzhov also use hierarchy, while Blue/Black use information; the hidden backroom delivery is the Dimir distinction.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=c9edddb4-0d60-4d21-8887-51d943c6a31f	Exact card text is verified, but public use remains owner-gated. Azorius and Orzhov also use hierarchy, while Blue/Black use information; the hidden backroom delivery is the Dimir distinction.
packet1_voice_ub_edc193bf_2987_4c7b_9cf3_69089ff13764_1	UB	Artful Takedown	edc193bf-2987-4c7b-9cf3-69089ff13764	Dimir assassinations are choreographed like dance routines. Each challenge is anticipated and countered with graceful...	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Azorius and Orzhov also use hierarchy, while Blue/Black use information; the hidden backroom delivery is the Dimir distinction.	Azorius and Orzhov also use hierarchy, while Blue/Black use information; the hidden backroom delivery is the Dimir distinction.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=edc193bf-2987-4c7b-9cf3-69089ff13764	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_ug_69fd4ddf_9ed8_4c56_bef3_9944daf05e4f_3	UG	Coiling Oracle	69fd4ddf-9ed8-4c56-bef3-9944daf05e4f	Snaking remnants of nature directed by a body of thought and progress, the oracles embody all that is Simic.	EXPLICIT_IDENTITY_REFERENCE	simic_combine_claim_001 | simic_combine_claim_002 | simic_combine_claim_007	Coiling Oracle's exact excerpt provides a bounded voice echo of Simic named directly as nature directed by thought and progress.	The excerpt is admissible for owner review only because its language corresponds to certified claims simic_combine_claim_001, simic_combine_claim_002, simic_combine_claim_007; the relationship does not arise from card color, product membership, tags, or mechanics.	Quandrix and generic Blue-Green also join nature and intellect; the explicit Simic biological-improvement context supplies the bridge.	Quandrix and generic Blue-Green also join nature and intellect; the explicit Simic biological-improvement context supplies the bridge.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=69fd4ddf-9ed8-4c56-bef3-9944daf05e4f	Exact card text is verified, but public use remains owner-gated. Quandrix and generic Blue-Green also join nature and intellect; the explicit Simic biological-improvement context supplies the bridge.
