claim_id	identity_number	identity_key	identity_name	statement_type	classification	claim_text	controlling_locators	official_support_ids	rationale	disposition
VM554-20-04	20	G	Green	PUSHES_BACK	UPSTREAM-DIRECT	Green challenges Blue's nurture/engineering and Black's free-will domination, while White shares responsibility and Red shares intuition.	data/factions.json#/factions/G/affinity/repelled_by; data/factions.json#/factions/G/core_tension; docs/architecture/colors/green/identity.md#inhibitors-or-false-positive-risks	OFF-PIE-FIGHTS; OFF-ALLIED-COLORS	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-20-05	20	G	Green	REJECTS	UPSTREAM-DIRECT	If every limit must be engineered away, life and land are merely fuel, or belonging is only a constraint on individual will, mono-Green is a false center.	data/factions.json#/factions/G/affinity/not_to_be_confused_with; docs/architecture/colors/green/identity.md#false-positive-risks	OFF-PIE-FIGHTS; OFF-ALLIED-COLORS	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-21-01	21	BANT	Bant	CENTER	UPSTREAM-DIRECT	Bant (WUG) - White-led honorable order inside a living community.	data/factions.json#/factions/BANT/philosophy; docs/architecture/colors/bant/identity.md#identity-overview-or-core-drive; docs/architecture/colors/bant/metaphysics.md#metaphysical-thesis	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide center statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-21-02	21	BANT	Bant	RESONATES	UPSTREAM-DIRECT	The person wants excellence, rank, protection, and refinement to remain visibly answerable to the whole community.	data/factions.json#/factions/BANT/affinity/drawn_to; docs/architecture/colors/bant/identity.md#operator-translation-signals	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide resonates statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-21-03	21	BANT	Bant	CONNECTS	SUPPORTED-SYNTHESIS	It shares procedure with Azorius, belonging with Selesnya, and refinement with Simic, while remaining a distinct Alaran shard centered on White-led public trust and responsible champions.	data/factions.json#/factions/BANT/affinity/not_to_be_confused_with; data/factions.json#/factions/BANT/raw_enrichment/views_on_other_factions; docs/architecture/colors/bant/identity.md#false-positive-risks-and-neighbor-boundaries	OFF-COLOR-INDEX; OFF-THREE-COLOR	Corrected wording treats the guilds as bounded comparison textures and preserves Bant as a distinct Alaran shard.	PRESERVE_WITH_SYNTHESIS_LABEL
VM554-21-04	21	BANT	Bant	PUSHES_BACK	UPSTREAM-DIRECT	It resists Black-style private leverage and Red-style unsanctioned impulse; internally it must keep discipline open to correction.	data/factions.json#/factions/BANT/affinity/repelled_by; data/factions.json#/factions/BANT/core_tension; docs/architecture/colors/bant/identity.md#inhibitors-or-false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-21-05	21	BANT	Bant	REJECTS	UPSTREAM-DIRECT	Generic value, denial control, hierarchy for its own sake, or a lone champion with no communal trust is not Bant.	data/factions.json#/factions/BANT/affinity/not_to_be_confused_with; docs/architecture/colors/bant/identity.md#false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-22-01	22	ESPER	Esper	CENTER	UPSTREAM-DIRECT	Esper (WUB) - Blue-led perfectibility through ordered, controlled design.	data/factions.json#/factions/ESPER/philosophy; docs/architecture/colors/esper/identity.md#identity-overview-or-core-drive; docs/architecture/colors/esper/metaphysics.md#metaphysical-thesis	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide center statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-22-02	22	ESPER	Esper	RESONATES	UPSTREAM-DIRECT	The person treats potential as a system to understand, coordinate, optimize, and deliberately rebuild.	data/factions.json#/factions/ESPER/affinity/drawn_to; docs/architecture/colors/esper/identity.md#operator-translation-signals	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide resonates statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-22-03	22	ESPER	Esper	CONNECTS	SUPPORTED-SYNTHESIS	It shares ordered procedure with Azorius, information leverage with Dimir, and control/obligation texture with Orzhov, while remaining a distinct Alaran shard centered on Blue-led perfectibility.	data/factions.json#/factions/ESPER/affinity/not_to_be_confused_with; data/factions.json#/factions/ESPER/raw_enrichment/views_on_other_factions; docs/architecture/colors/esper/identity.md#false-positive-risks-and-neighbor-boundaries	OFF-COLOR-INDEX; OFF-THREE-COLOR	Corrected wording treats the guilds as bounded comparison textures and preserves Esper as a distinct Alaran shard.	PRESERVE_WITH_SYNTHESIS_LABEL
VM554-22-04	22	ESPER	Esper	PUSHES_BACK	UPSTREAM-DIRECT	It rejects Red impulse and Green acceptance as final answers; internally it must keep improvement from turning the unoptimized into an error to erase.	data/factions.json#/factions/ESPER/affinity/repelled_by; data/factions.json#/factions/ESPER/core_tension; docs/architecture/colors/esper/identity.md#inhibitors-or-false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-22-05	22	ESPER	Esper	REJECTS	UPSTREAM-DIRECT	Generic control, artifacts as decoration, or power without an applied-knowledge improvement project is not Esper.	data/factions.json#/factions/ESPER/affinity/not_to_be_confused_with; docs/architecture/colors/esper/identity.md#false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-23-01	23	GRIXIS	Grixis	CENTER	UPSTREAM-DIRECT	Grixis (UBR) - Black-led survival through analysis and urgent action.	data/factions.json#/factions/GRIXIS/philosophy; docs/architecture/colors/grixis/identity.md#identity-overview-or-core-drive; docs/architecture/colors/grixis/metaphysics.md#metaphysical-thesis	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide center statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-23-02	23	GRIXIS	Grixis	RESONATES	UPSTREAM-DIRECT	The person names survival first, maps the weakness, creates leverage, and moves before a hostile opening closes.	data/factions.json#/factions/GRIXIS/affinity/drawn_to; docs/architecture/colors/grixis/identity.md#operator-translation-signals	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide resonates statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-23-03	23	GRIXIS	Grixis	CONNECTS	SUPPORTED-SYNTHESIS	It shares analysis with Dimir, pressure with Rakdos, and experiment/action texture with Izzet, while remaining a distinct Alaran shard centered on Black-led self-advocating survival.	data/factions.json#/factions/GRIXIS/affinity/not_to_be_confused_with; data/factions.json#/factions/GRIXIS/raw_enrichment/views_on_other_factions; docs/architecture/colors/grixis/identity.md#false-positive-risks-and-neighbor-boundaries	OFF-COLOR-INDEX; OFF-THREE-COLOR	Corrected wording treats the guilds as bounded comparison textures and preserves Grixis as a distinct Alaran shard.	PRESERVE_WITH_SYNTHESIS_LABEL
VM554-23-04	23	GRIXIS	Grixis	PUSHES_BACK	UPSTREAM-DIRECT	It rejects White moral/order permission and Green renewal/acceptance as governing constraints; internally it risks treating every weakness as exploitable.	data/factions.json#/factions/GRIXIS/affinity/repelled_by; data/factions.json#/factions/GRIXIS/core_tension; docs/architecture/colors/grixis/identity.md#inhibitors-or-false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-23-05	23	GRIXIS	Grixis	REJECTS	UPSTREAM-DIRECT	Generic evil, villain aesthetics, spellslinger, control, graveyards, or aggression are not Grixis without calculated survival and urgent leverage.	data/factions.json#/factions/GRIXIS/affinity/not_to_be_confused_with; docs/architecture/colors/grixis/identity.md#false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-24-01	24	JUND	Jund	CENTER	UPSTREAM-DIRECT	Jund (BRG) - Red-led instinct, appetite, and consequence.	data/factions.json#/factions/JUND/philosophy; docs/architecture/colors/jund/identity.md#identity-overview-or-core-drive; docs/architecture/colors/jund/metaphysics.md#metaphysical-thesis	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide center statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-24-02	24	JUND	Jund	RESONATES	UPSTREAM-DIRECT	The person treats gut feeling as honest information, accepts appetite and consequence, and acts without polite permission.	data/factions.json#/factions/JUND/affinity/drawn_to; docs/architecture/colors/jund/identity.md#operator-translation-signals	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide resonates statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-24-03	24	JUND	Jund	CONNECTS	SUPPORTED-SYNTHESIS	It shares appetite with Rakdos, material survival with Golgari, and instinct with Gruul, while remaining a distinct Alaran shard centered on Red-led self-truth in motion.	data/factions.json#/factions/JUND/affinity/not_to_be_confused_with; data/factions.json#/factions/JUND/raw_enrichment/views_on_other_factions; docs/architecture/colors/jund/identity.md#false-positive-risks-and-neighbor-boundaries	OFF-COLOR-INDEX; OFF-THREE-COLOR	Corrected wording treats the guilds as bounded comparison textures and preserves Jund as a distinct Alaran shard.	PRESERVE_WITH_SYNTHESIS_LABEL
VM554-24-04	24	JUND	Jund	PUSHES_BACK	UPSTREAM-DIRECT	It rejects White order and Blue overthinking; internally it must distinguish honest instinct from overconsumption.	data/factions.json#/factions/JUND/affinity/repelled_by; data/factions.json#/factions/JUND/core_tension; docs/architecture/colors/jund/identity.md#inhibitors-or-false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-24-05	24	JUND	Jund	REJECTS	UPSTREAM-DIRECT	Generic violence, monsters, sacrifice, devour, or competitive "Jund" play is not the shard identity without Red-led self-truth fed by Black appetite and Green instinct.	data/factions.json#/factions/JUND/affinity/not_to_be_confused_with; docs/architecture/colors/jund/identity.md#false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-25-01	25	NAYA	Naya	CENTER	UPSTREAM-DIRECT	Naya (RGW) - Green-led abundance, care, and instinctive belonging.	data/factions.json#/factions/NAYA/philosophy; docs/architecture/colors/naya/identity.md#identity-overview-or-core-drive; docs/architecture/colors/naya/metaphysics.md#metaphysical-thesis	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide center statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-25-02	25	NAYA	Naya	RESONATES	UPSTREAM-DIRECT	The person experiences life, creatures, place, scale, loyalty, and growth as membership in a larger living whole.	data/factions.json#/factions/NAYA/affinity/drawn_to; docs/architecture/colors/naya/identity.md#operator-translation-signals	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide resonates statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-25-03	25	NAYA	Naya	CONNECTS	SUPPORTED-SYNTHESIS	It shares instinct with Gruul, community with Selesnya, and urgent loyalty with Boros, while remaining a distinct Alaran shard centered on Green-led abundance and living relation.	data/factions.json#/factions/NAYA/affinity/not_to_be_confused_with; data/factions.json#/factions/NAYA/raw_enrichment/views_on_other_factions; docs/architecture/colors/naya/identity.md#false-positive-risks-and-neighbor-boundaries	OFF-COLOR-INDEX; OFF-THREE-COLOR	Corrected wording treats the guilds as bounded comparison textures and preserves Naya as a distinct Alaran shard.	PRESERVE_WITH_SYNTHESIS_LABEL
VM554-25-04	25	NAYA	Naya	PUSHES_BACK	UPSTREAM-DIRECT	It rejects Blue control and Black extraction; internally it must keep abundance from becoming mere size or overgrowth.	data/factions.json#/factions/NAYA/affinity/repelled_by; data/factions.json#/factions/NAYA/core_tension; docs/architecture/colors/naya/identity.md#inhibitors-or-false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-25-05	25	NAYA	Naya	REJECTS	UPSTREAM-DIRECT	Big creatures, tokens, go-wide play, or nature aesthetics are not Naya without care, bond, place, and Green-centered belonging.	data/factions.json#/factions/NAYA/affinity/not_to_be_confused_with; docs/architecture/colors/naya/identity.md#false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-26-01	26	ABZAN	Abzan Houses	CENTER	UPSTREAM-DIRECT	Abzan Houses (WBG) - White-led endurance through family and ancestor duty.	data/factions.json#/factions/ABZAN/philosophy; docs/architecture/colors/abzan/identity.md#identity-overview-or-core-drive; docs/architecture/colors/abzan/metaphysics.md#metaphysical-thesis	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide center statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-26-02	26	ABZAN	Abzan Houses	RESONATES	UPSTREAM-DIRECT	The person values kinship, intergenerational protection, ancestor memory, defensive patience, and continuity that survives real cost.	data/factions.json#/factions/ABZAN/affinity/drawn_to; docs/architecture/colors/abzan/identity.md#operator-translation-signals	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide resonates statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-26-03	26	ABZAN	Abzan Houses	CONNECTS	SUPPORTED-SYNTHESIS	It shares obligation with Orzhov, community with Selesnya, and continuity with Golgari, while remaining a distinct Tarkir clan centered on White-led house and ancestor duty.	data/factions.json#/factions/ABZAN/affinity/not_to_be_confused_with; data/factions.json#/factions/ABZAN/raw_enrichment/views_on_other_factions; docs/architecture/colors/abzan/identity.md#false-positive-risks-and-neighbor-boundaries	OFF-COLOR-INDEX; OFF-THREE-COLOR	Corrected wording treats the guilds as bounded comparison textures and preserves Abzan as a distinct Tarkir clan.	PRESERVE_WITH_SYNTHESIS_LABEL
VM554-26-04	26	ABZAN	Abzan Houses	PUSHES_BACK	UPSTREAM-DIRECT	It rejects Red immediacy; internally it must keep inherited duty from becoming exclusion, rigidity, or obligation without consent.	data/factions.json#/factions/ABZAN/affinity/repelled_by; data/factions.json#/factions/ABZAN/core_tension; docs/architecture/colors/abzan/identity.md#inhibitors-or-false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-26-05	26	ABZAN	Abzan Houses	REJECTS	UPSTREAM-DIRECT	Toughness, counters, recursion, family language, or same-color goodstuff is not Abzan without White-led house continuity and ancestor responsibility.	data/factions.json#/factions/ABZAN/affinity/not_to_be_confused_with; docs/architecture/colors/abzan/identity.md#false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-27-01	27	TEMUR	Temur Frontier	CENTER	UPSTREAM-DIRECT	Temur Frontier (GUR) - Green-led survival through attunement and earned strength.	data/factions.json#/factions/TEMUR/philosophy; docs/architecture/colors/temur/identity.md#identity-overview-or-core-drive; docs/architecture/colors/temur/metaphysics.md#metaphysical-thesis	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide center statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-27-02	27	TEMUR	Temur Frontier	RESONATES	UPSTREAM-DIRECT	The person listens to terrain, body, instinct, elemental memory, and pattern before taking decisive action.	data/factions.json#/factions/TEMUR/affinity/drawn_to; docs/architecture/colors/temur/identity.md#operator-translation-signals	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide resonates statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-27-03	27	TEMUR	Temur Frontier	CONNECTS	SUPPORTED-SYNTHESIS	It shares instinct with Gruul, living-system attention with Simic, and perception/action texture with Izzet, while remaining a distinct Tarkir clan centered on Green-led attunement and survival.	data/factions.json#/factions/TEMUR/affinity/not_to_be_confused_with; data/factions.json#/factions/TEMUR/raw_enrichment/views_on_other_factions; docs/architecture/colors/temur/identity.md#false-positive-risks-and-neighbor-boundaries	OFF-COLOR-INDEX; OFF-THREE-COLOR	Corrected wording treats the guilds as bounded comparison textures and preserves Temur as a distinct Tarkir clan.	PRESERVE_WITH_SYNTHESIS_LABEL
VM554-27-04	27	TEMUR	Temur Frontier	PUSHES_BACK	UPSTREAM-DIRECT	It rejects White imposed order and Black opportunism; internally it must keep hard-earned strength from becoming isolation or force without wisdom.	data/factions.json#/factions/TEMUR/affinity/repelled_by; data/factions.json#/factions/TEMUR/core_tension; docs/architecture/colors/temur/identity.md#inhibitors-or-false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-27-05	27	TEMUR	Temur Frontier	REJECTS	UPSTREAM-DIRECT	Monsters, ferocity, elements, ramp, or same-color goodstuff is not Temur without Green-led attunement, mental fortitude, and action after listening.	data/factions.json#/factions/TEMUR/affinity/not_to_be_confused_with; docs/architecture/colors/temur/identity.md#false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-28-01	28	SULTAI	Sultai Brood	CENTER	UPSTREAM-DIRECT	Sultai Brood (BGU) - Black-led opportunity through calculated resource conversion.	data/factions.json#/factions/SULTAI/philosophy; docs/architecture/colors/sultai/identity.md#identity-overview-or-core-drive; docs/architecture/colors/sultai/metaphysics.md#metaphysical-thesis	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide center statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-28-02	28	SULTAI	Sultai Brood	RESONATES	UPSTREAM-DIRECT	The person sees secrets, bodies, graveyards, costs, and openings as material that can be selectively converted into power.	data/factions.json#/factions/SULTAI/affinity/drawn_to; docs/architecture/colors/sultai/identity.md#operator-translation-signals	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide resonates statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-28-03	28	SULTAI	Sultai Brood	CONNECTS	SUPPORTED-SYNTHESIS	It shares secrecy with Dimir, material-cycle texture with Golgari, and adaptation with Simic, while remaining a distinct Tarkir clan centered on Black-led ruthless opportunity and conversion.	data/factions.json#/factions/SULTAI/affinity/not_to_be_confused_with; data/factions.json#/factions/SULTAI/raw_enrichment/views_on_other_factions; docs/architecture/colors/sultai/identity.md#false-positive-risks-and-neighbor-boundaries	OFF-COLOR-INDEX; OFF-THREE-COLOR	Corrected wording treats the guilds as bounded comparison textures and preserves Sultai as a distinct Tarkir clan.	PRESERVE_WITH_SYNTHESIS_LABEL
VM554-28-04	28	SULTAI	Sultai Brood	PUSHES_BACK	UPSTREAM-DIRECT	It rejects White moral order and Red impulsive release; internally it must stop calculation and ambition from becoming domination.	data/factions.json#/factions/SULTAI/affinity/repelled_by; data/factions.json#/factions/SULTAI/core_tension; docs/architecture/colors/sultai/identity.md#inhibitors-or-false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-28-05	28	SULTAI	Sultai Brood	REJECTS	UPSTREAM-DIRECT	Graveyard value, ramp, control, poison, or same-color goodstuff is not Sultai without Black-led opportunism and planned conversion.	data/factions.json#/factions/SULTAI/affinity/not_to_be_confused_with; docs/architecture/colors/sultai/identity.md#false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-29-01	29	MARDU	Mardu Horde	CENTER	UPSTREAM-DIRECT	Mardu Horde (RWB) - Red-led speed bound to martial oath.	data/factions.json#/factions/MARDU/philosophy; docs/architecture/colors/mardu/identity.md#identity-overview-or-core-drive; docs/architecture/colors/mardu/metaphysics.md#metaphysical-thesis	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide center statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-29-02	29	MARDU	Mardu Horde	RESONATES	UPSTREAM-DIRECT	The person values total commitment, coordinated attack, war names, oaths, and taking the opening while it exists.	data/factions.json#/factions/MARDU/affinity/drawn_to; docs/architecture/colors/mardu/identity.md#operator-translation-signals	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide resonates statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-29-03	29	MARDU	Mardu Horde	CONNECTS	SUPPORTED-SYNTHESIS	It shares formation with Boros, obligation with Orzhov, and appetite with Rakdos, while remaining a distinct Tarkir clan centered on Red-led speed under Horde code.	data/factions.json#/factions/MARDU/affinity/not_to_be_confused_with; data/factions.json#/factions/MARDU/raw_enrichment/views_on_other_factions; docs/architecture/colors/mardu/identity.md#false-positive-risks-and-neighbor-boundaries	OFF-COLOR-INDEX; OFF-THREE-COLOR	Corrected wording treats the guilds as bounded comparison textures and preserves Mardu as a distinct Tarkir clan.	PRESERVE_WITH_SYNTHESIS_LABEL
VM554-29-04	29	MARDU	Mardu Horde	PUSHES_BACK	UPSTREAM-DIRECT	It rejects Blue delay; internally it must keep speed from outrunning oath into conquest, cruelty, or overextension.	data/factions.json#/factions/MARDU/affinity/repelled_by; data/factions.json#/factions/MARDU/core_tension; docs/architecture/colors/mardu/identity.md#inhibitors-or-false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-29-05	29	MARDU	Mardu Horde	REJECTS	UPSTREAM-DIRECT	Aggro, warriors, tokens, sacrifice, or same-color goodstuff is not Mardu without Red-led commitment disciplined by martial identity.	data/factions.json#/factions/MARDU/affinity/not_to_be_confused_with; docs/architecture/colors/mardu/identity.md#false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-30-01	30	JESKAI	Jeskai Way	CENTER	UPSTREAM-DIRECT	Jeskai Way (URW) - Blue-led insight trained into responsible action.	data/factions.json#/factions/JESKAI/philosophy; docs/architecture/colors/jeskai/identity.md#identity-overview-or-core-drive; docs/architecture/colors/jeskai/metaphysics.md#metaphysical-thesis	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide center statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-30-02	30	JESKAI	Jeskai Way	RESONATES	UPSTREAM-DIRECT	The person values practice, breath, timing, cunning, precision, compassion, and action that has been trained before release.	data/factions.json#/factions/JESKAI/affinity/drawn_to; docs/architecture/colors/jeskai/identity.md#operator-translation-signals	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide resonates statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-30-03	30	JESKAI	Jeskai Way	CONNECTS	SUPPORTED-SYNTHESIS	It shares insight with Izzet, formal discipline with Azorius, and decisive action with Boros, while remaining a distinct Tarkir clan centered on Blue-led trained action and restraint.	data/factions.json#/factions/JESKAI/affinity/not_to_be_confused_with; data/factions.json#/factions/JESKAI/raw_enrichment/views_on_other_factions; docs/architecture/colors/jeskai/identity.md#false-positive-risks-and-neighbor-boundaries	OFF-COLOR-INDEX; OFF-THREE-COLOR	Corrected wording treats the guilds as bounded comparison textures and preserves Jeskai as a distinct Tarkir clan.	PRESERVE_WITH_SYNTHESIS_LABEL
