record_id,sheet,row_number,term,normalized_term,workbook_category,workbook_status,workbook_confidence,workbook_mapping,verification_disposition,reason,recommended_review_action
scryall-data-accumulation-R1100,scryall_data_accumulation,1100,Blink / Flicker,blink / flicker,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1101,scryall_data_accumulation,1101,Graveyard Value,graveyard value,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1102,scryall_data_accumulation,1102,Mill,mill,Deck Archetype,,,,AMBIGUOUS,Same normalized term has multiple legitimate workbook meanings or mappings.,Add context-sensitive Plain Reading disambiguation; do not select a global winner.
scryall-data-accumulation-R1103,scryall_data_accumulation,1103,Big Mana / Stompy,big mana / stompy,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1104,scryall_data_accumulation,1104,Typal,typal,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1105,scryall_data_accumulation,1105,Midrange Value,midrange value,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1106,scryall_data_accumulation,1106,Politics / Deals,politics / deals,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1107,scryall_data_accumulation,1107,Auras,auras,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1108,scryall_data_accumulation,1108,Burn,burn,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1109,scryall_data_accumulation,1109,Wheels,wheels,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1110,scryall_data_accumulation,1110,Discard,discard,Deck Archetype,,,,AMBIGUOUS,Same normalized term has multiple legitimate workbook meanings or mappings.,Add context-sensitive Plain Reading disambiguation; do not select a global winner.
scryall-data-accumulation-R1111,scryall_data_accumulation,1111,Clones,clones,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1112,scryall_data_accumulation,1112,Theft / Copy,theft / copy,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1113,scryall_data_accumulation,1113,Sacrifice,sacrifice,Deck Archetype,,,,AMBIGUOUS,Same normalized term has multiple legitimate workbook meanings or mappings.,Add context-sensitive Plain Reading disambiguation; do not select a global winner.
scryall-data-accumulation-R1114,scryall_data_accumulation,1114,Storm,storm,Deck Archetype,,,,AMBIGUOUS,Same normalized term has multiple legitimate workbook meanings or mappings.,Add context-sensitive Plain Reading disambiguation; do not select a global winner.
scryall-data-accumulation-R1115,scryall_data_accumulation,1115,Stax / Resource Denial,stax / resource denial,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1116,scryall_data_accumulation,1116,Group Slug,group slug,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1117,scryall_data_accumulation,1117,Group Hug,group hug,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1118,scryall_data_accumulation,1118,Pillow Fort,pillow fort,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1119,scryall_data_accumulation,1119,Superfriends,superfriends,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1120,scryall_data_accumulation,1120,Vehicles,vehicles,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1121,scryall_data_accumulation,1121,Forced Combat / Goad,forced combat / goad,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1122,scryall_data_accumulation,1122,Extra Turns,extra turns,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1123,scryall_data_accumulation,1123,Proliferate,proliferate,Deck Archetype,,,,AMBIGUOUS,Same normalized term has multiple legitimate workbook meanings or mappings.,Add context-sensitive Plain Reading disambiguation; do not select a global winner.
scryall-data-accumulation-R1124,scryall_data_accumulation,1124,Hatebears,hatebears,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1125,scryall_data_accumulation,1125,Topdeck,topdeck,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1126,scryall_data_accumulation,1126,X Spells,x spells,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1127,scryall_data_accumulation,1127,Cascade / Discover,cascade / discover,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1128,scryall_data_accumulation,1128,Commander Matters,commander matters,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1129,scryall_data_accumulation,1129,Ninjutsu,ninjutsu,Deck Archetype,,,,AMBIGUOUS,Same normalized term has multiple legitimate workbook meanings or mappings.,Add context-sensitive Plain Reading disambiguation; do not select a global winner.
scryall-data-accumulation-R1130,scryall_data_accumulation,1130,Prowess,prowess,Deck Archetype,,,,AMBIGUOUS,Same normalized term has multiple legitimate workbook meanings or mappings.,Add context-sensitive Plain Reading disambiguation; do not select a global winner.
scryall-data-accumulation-R1131,scryall_data_accumulation,1131,Legends Matter,legends matter,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1132,scryall_data_accumulation,1132,ETB Value,etb value,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1133,scryall_data_accumulation,1133,Infect / Toxic,infect / toxic,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1134,scryall_data_accumulation,1134,Toolbox / Tutors,toolbox / tutors,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1135,scryall_data_accumulation,1135,Land Destruction,land destruction,Deck Archetype,,,,AMBIGUOUS,Same normalized term has multiple legitimate workbook meanings or mappings.,Add context-sensitive Plain Reading disambiguation; do not select a global winner.
scryall-data-accumulation-R1136,scryall_data_accumulation,1136,Chaos,chaos,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1137,scryall_data_accumulation,1137,Goodstuff,goodstuff,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1138,scryall_data_accumulation,1138,Sneak and Show,sneak and show,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1139,scryall_data_accumulation,1139,Self-Mill,self-mill,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1140,scryall_data_accumulation,1140,-1/-1 Counters,-1/-1 counters,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
scryall-data-accumulation-R1141,scryall_data_accumulation,1141,Energy,energy,Deck Archetype,,,,SEMANTIC_REVIEW,"Legitimate player/semantic terminology, but interpretation depends on context or non-native assumptions.",Owner/domain review before executable mapping.
readme-R6,README,6,Know which native field should represent each kind of user intent.,know which native field should represent each kind of user intent.,,,Know which native field should represent each kind of user intent.,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
readme-R7,README,7,"Translate ETB, sac, blink, ramp, budget, color-group names, etc.","translate etb, sac, blink, ramp, budget, color-group names, etc.",,,"Translate ETB, sac, blink, ramp, budget, color-group names, etc.",,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
readme-R8,README,8,"Avoid fake `otag:""Human Label""` mappings.","avoid fake `otag:""human label""` mappings.",,,"Avoid fake `otag:""Human Label""` mappings.",,UNVERIFIED,No external or internal verifier matched this record.,Owner/domain review required before promotion.
readme-R9,README,9,Compose common Commander/deckbuilding searches safely.,compose common commander/deckbuilding searches safely.,,,Compose common Commander/deckbuilding searches safely.,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
readme-R10,README,10,Use wording patterns only when native fields/tags are insufficient.,use wording patterns only when native fields/tags are insufficient.,,,Use wording patterns only when native fields/tags are insufficient.,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
readme-R11,README,11,"Implement the Plain Reading translator as structured fields, not string concatenation.","implement the plain reading translator as structured fields, not string concatenation.",,,"Implement the Plain Reading translator as structured fields, not string concatenation.",,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
readme-R12,README,12,Prevent parser drift and false-confidence behavior.,prevent parser drift and false-confidence behavior.,,,Prevent parser drift and false-confidence behavior.,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
readme-R13,README,13,Stop bad aliases or guessed tags from entering production.,stop bad aliases or guessed tags from entering production.,,,Stop bad aliases or guessed tags from entering production.,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
readme-R14,README,14,Version Scryfall/Tagger dependencies and governance.,version scryfall/tagger dependencies and governance.,,,Version Scryfall/Tagger dependencies and governance.,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
readme-R15,README,15,Historical/raw provenance.,historical/raw provenance.,,,Historical/raw provenance.,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
readme-R16,README,16,Prevent invented/approximate otag generation and track verification provenance.,prevent invented/approximate otag generation and track verification provenance.,,,Prevent invented/approximate otag generation and track verification provenance.,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
master-lexicon-R4,Master_Lexicon,4,Advisor,advisor,Creature Type,Production-ready,0.99,"t:""Advisor""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R5,Master_Lexicon,5,Aetherborn,aetherborn,Creature Type,Production-ready,0.99,"t:""Aetherborn""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R6,Master_Lexicon,6,Alien,alien,Creature Type,Production-ready,0.99,"t:""Alien""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R7,Master_Lexicon,7,Ally,ally,Creature Type,Production-ready,0.99,"t:""Ally""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R8,Master_Lexicon,8,Angel,angel,Creature Type,Production-ready,0.99,"t:""Angel""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R9,Master_Lexicon,9,Antelope,antelope,Creature Type,Production-ready,0.99,"t:""Antelope""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R10,Master_Lexicon,10,Ape,ape,Creature Type,Production-ready,0.99,"t:""Ape""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R11,Master_Lexicon,11,Archer,archer,Creature Type,Production-ready,0.99,"t:""Archer""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R12,Master_Lexicon,12,Archon,archon,Creature Type,Production-ready,0.99,"t:""Archon""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R13,Master_Lexicon,13,Armadillo,armadillo,Creature Type,Production-ready,0.99,"t:""Armadillo""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R14,Master_Lexicon,14,Army,army,Creature Type,Production-ready,0.99,"t:""Army""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R15,Master_Lexicon,15,Artificer,artificer,Creature Type,Production-ready,0.99,"t:""Artificer""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R16,Master_Lexicon,16,Assassin,assassin,Creature Type,Production-ready,0.99,"t:""Assassin""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R17,Master_Lexicon,17,Assembly-Worker,assembly-worker,Creature Type,Production-ready,0.99,"t:""Assembly-Worker""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R18,Master_Lexicon,18,Astartes,astartes,Creature Type,Production-ready,0.99,"t:""Astartes""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R19,Master_Lexicon,19,Atog,atog,Creature Type,Production-ready,0.99,"t:""Atog""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R20,Master_Lexicon,20,Aurochs,aurochs,Creature Type,Production-ready,0.99,"t:""Aurochs""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R21,Master_Lexicon,21,Automaton,automaton,Creature Type,Production-ready,0.99,"t:""Automaton""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R22,Master_Lexicon,22,Avatar,avatar,Creature Type,Production-ready,0.99,"t:""Avatar""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R23,Master_Lexicon,23,Azra,azra,Creature Type,Production-ready,0.99,"t:""Azra""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R24,Master_Lexicon,24,Badger,badger,Creature Type,Production-ready,0.99,"t:""Badger""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R25,Master_Lexicon,25,Balloon,balloon,Creature Type,Production-ready,0.99,"t:""Balloon""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R26,Master_Lexicon,26,Barbarian,barbarian,Creature Type,Production-ready,0.99,"t:""Barbarian""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R27,Master_Lexicon,27,Bard,bard,Creature Type,Production-ready,0.99,"t:""Bard""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R28,Master_Lexicon,28,Basilisk,basilisk,Creature Type,Production-ready,0.99,"t:""Basilisk""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R29,Master_Lexicon,29,Bat,bat,Creature Type,Production-ready,0.99,"t:""Bat""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R30,Master_Lexicon,30,Bear,bear,Creature Type,Production-ready,0.99,"t:""Bear""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R31,Master_Lexicon,31,Beast,beast,Creature Type,Production-ready,0.99,"t:""Beast""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R32,Master_Lexicon,32,Beaver,beaver,Creature Type,Production-ready,0.99,"t:""Beaver""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R33,Master_Lexicon,33,Beeble,beeble,Creature Type,Production-ready,0.99,"t:""Beeble""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R34,Master_Lexicon,34,Beholder,beholder,Creature Type,Production-ready,0.99,"t:""Beholder""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R35,Master_Lexicon,35,Berserker,berserker,Creature Type,Production-ready,0.99,"t:""Berserker""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R36,Master_Lexicon,36,Bird,bird,Creature Type,Production-ready,0.99,"t:""Bird""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R37,Master_Lexicon,37,Bison,bison,Creature Type,Production-ready,0.99,"t:""Bison""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R38,Master_Lexicon,38,Blinkmoth,blinkmoth,Creature Type,Production-ready,0.99,"t:""Blinkmoth""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R39,Master_Lexicon,39,Boar,boar,Creature Type,Production-ready,0.99,"t:""Boar""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R40,Master_Lexicon,40,Brainiac,brainiac,Creature Type,Production-ready,0.99,"t:""Brainiac""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R41,Master_Lexicon,41,Bringer,bringer,Creature Type,Production-ready,0.99,"t:""Bringer""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R42,Master_Lexicon,42,Brushwagg,brushwagg,Creature Type,Production-ready,0.99,"t:""Brushwagg""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R43,Master_Lexicon,43,C’tan,c'tan,Creature Type,Production-ready,0.99,"t:""C’tan""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R44,Master_Lexicon,44,Camarid,camarid,Creature Type,Production-ready,0.99,"t:""Camarid""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R45,Master_Lexicon,45,Camel,camel,Creature Type,Production-ready,0.99,"t:""Camel""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R46,Master_Lexicon,46,Capybara,capybara,Creature Type,Production-ready,0.99,"t:""Capybara""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R47,Master_Lexicon,47,Caribou,caribou,Creature Type,Production-ready,0.99,"t:""Caribou""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R48,Master_Lexicon,48,Carrier,carrier,Creature Type,Production-ready,0.99,"t:""Carrier""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R49,Master_Lexicon,49,Cat,cat,Creature Type,Production-ready,0.99,"t:""Cat""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R50,Master_Lexicon,50,Centaur,centaur,Creature Type,Production-ready,0.99,"t:""Centaur""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R51,Master_Lexicon,51,Chicken,chicken,Creature Type,Production-ready,0.99,"t:""Chicken""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R52,Master_Lexicon,52,Child,child,Creature Type,Production-ready,0.99,"t:""Child""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R53,Master_Lexicon,53,Chimera,chimera,Creature Type,Production-ready,0.99,"t:""Chimera""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R54,Master_Lexicon,54,Citizen,citizen,Creature Type,Production-ready,0.99,"t:""Citizen""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R55,Master_Lexicon,55,Cleric,cleric,Creature Type,Production-ready,0.99,"t:""Cleric""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R56,Master_Lexicon,56,Clown,clown,Creature Type,Production-ready,0.99,"t:""Clown""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R57,Master_Lexicon,57,Cockatrice,cockatrice,Creature Type,Production-ready,0.99,"t:""Cockatrice""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R58,Master_Lexicon,58,Construct,construct,Creature Type,Production-ready,0.99,"t:""Construct""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R59,Master_Lexicon,59,Coward,coward,Creature Type,Production-ready,0.99,"t:""Coward""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R60,Master_Lexicon,60,Coyote,coyote,Creature Type,Production-ready,0.99,"t:""Coyote""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R61,Master_Lexicon,61,Crab,crab,Creature Type,Production-ready,0.99,"t:""Crab""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R62,Master_Lexicon,62,Crocodile,crocodile,Creature Type,Production-ready,0.99,"t:""Crocodile""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R63,Master_Lexicon,63,Custodes,custodes,Creature Type,Production-ready,0.99,"t:""Custodes""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R64,Master_Lexicon,64,Cyberman,cyberman,Creature Type,Production-ready,0.99,"t:""Cyberman""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R65,Master_Lexicon,65,Cyclops,cyclops,Creature Type,Production-ready,0.99,"t:""Cyclops""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R66,Master_Lexicon,66,Dalek,dalek,Creature Type,Production-ready,0.99,"t:""Dalek""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R67,Master_Lexicon,67,Dauthi,dauthi,Creature Type,Production-ready,0.99,"t:""Dauthi""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R68,Master_Lexicon,68,Demigod,demigod,Creature Type,Production-ready,0.99,"t:""Demigod""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R69,Master_Lexicon,69,Demon,demon,Creature Type,Production-ready,0.99,"t:""Demon""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R70,Master_Lexicon,70,Deserter,deserter,Creature Type,Production-ready,0.99,"t:""Deserter""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R71,Master_Lexicon,71,Detective,detective,Creature Type,Production-ready,0.99,"t:""Detective""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R72,Master_Lexicon,72,Devil,devil,Creature Type,Production-ready,0.99,"t:""Devil""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R73,Master_Lexicon,73,Dinosaur,dinosaur,Creature Type,Production-ready,0.99,"t:""Dinosaur""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R74,Master_Lexicon,74,Djinn,djinn,Creature Type,Production-ready,0.99,"t:""Djinn""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R75,Master_Lexicon,75,Doctor,doctor,Creature Type,Production-ready,0.99,"t:""Doctor""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R76,Master_Lexicon,76,Dog,dog,Creature Type,Production-ready,0.99,"t:""Dog""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
master-lexicon-R77,Master_Lexicon,77,Dragon,dragon,Creature Type,Production-ready,0.99,"t:""Dragon""",VERIFIED_NATIVE,Exact match in Scryfall catalog creature-types,Safe only as current native catalog fact.
