question_id,phase,answer_id,audit_answer_id,exact_title,exact_copy,authored_signal,intended_construct,actual_dimensions_tested,positive_identities,strong_positive_identities,suppressed_identities,uncertainty_representation,evidence_authority,final_disposition,remediation_implication
hall_JESKAI_disciplined_cunning,hall,MISSING,hall_JESKAI_disciplined_cunning#answer-1,Train until insight can move,"Action is trustworthy when knowledge, breath, and practice have made the line precise enough to take.",Blue-centered cunning through disciplined action,knowledge-and-deliberation,"[""social-behavior"",""philosophical-preference""]","[""JESKAI"",""U""]","[""JESKAI""]","[""MARDU"",""SULTAI"",""TEMUR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_JESKAI_disciplined_cunning,hall,MISSING,hall_JESKAI_disciplined_cunning#answer-2,Take the opening now,The moment is honest because speed and commitment can claim it before it disappears.,immediate charge over trained timing,speed-and-action,"[""social-behavior""]","[""MARDU""]","[""MARDU""]","[""JESKAI""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_JESKAI_disciplined_cunning,hall,MISSING,hall_JESKAI_disciplined_cunning#answer-3,Convert the hidden leverage,Insight matters most when it reveals a resource nobody else knows how to use.,resource conversion over open discipline,agency-and-leverage,"[""social-behavior""]","[""SULTAI""]","[""SULTAI""]","[""JESKAI""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_JESKAI_disciplined_cunning,hall,MISSING,hall_JESKAI_disciplined_cunning#answer-4,Wait for the living signal,"The right action should answer terrain, instinct, and survival before technique leads.",attunement over practiced form,growth-and-nature,"[""social-behavior""]","[""TEMUR""]","[""TEMUR""]","[""JESKAI""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_JESKAI_way_form,hall,MISSING,hall_JESKAI_way_form#answer-1,Let form serve the moving insight,"The Way stays alive when structure, courage, and compassion give trained perception a body in the world.",shared restraint giving insight form,procedure-and-order,"[""social-behavior""]","[""JESKAI""]","[""JESKAI""]","[""MARDU"",""SULTAI"",""GRIXIS""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_JESKAI_way_form,hall,MISSING,hall_JESKAI_way_form#answer-2,Keep the charge named,Form matters because the oath lets speed and companions keep the action accountable.,war-name oath over monastery form,protection-and-duty,"[""social-behavior"",""philosophical-preference""]","[""MARDU""]","[""MARDU""]","[""JESKAI""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_JESKAI_way_form,hall,MISSING,hall_JESKAI_way_form#answer-3,Make the pattern public,Discipline matters when it becomes a process others can trust and repeat.,procedure over martial insight,procedure-and-order,"[""social-behavior"",""aesthetic-or-narrative-preference""]","[""WU""]","[""WU""]","[""JESKAI""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_JESKAI_way_form,hall,MISSING,hall_JESKAI_way_form#answer-4,Let the wild choose the strike,The move stays alive when instinct and terrain keep technique from becoming a cage.,survival attunement over refined Way,growth-and-nature,"[""abstract-scenario-preference""]","[""TEMUR""]","[""TEMUR""]","[""JESKAI""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_YORE_engineered_agency,hall,MISSING,hall_YORE_engineered_agency#answer-1,Build the agency machine,"The answer is trustworthy when structure, knowledge, cost, and heat become a designed way to keep choice alive.",engineered agency against finality,procedure-and-order,"[""social-behavior"",""psychographic-or-motivational-inference-risk"",""philosophical-preference""]","[""YORE""]","[""YORE""]","[""G"",""NAYA"",""TEMUR"",""SULTAI""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_YORE_engineered_agency,hall,MISSING,hall_YORE_engineered_agency#answer-2,Perfect the artifact,"The artifact matters because it makes a cleaner, more controlled future.",artifact perfection without Red heat,expression-and-performance,"[""social-behavior"",""aesthetic-or-narrative-preference""]","[""ESPER""]","[""ESPER""]","[""YORE""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_YORE_engineered_agency,hall,MISSING,hall_YORE_engineered_agency#answer-3,Use the hidden cost,The limit matters because it can become leverage before anyone else names it.,resource conversion without civic artifice,expression-and-performance,"[""social-behavior"",""aesthetic-or-narrative-preference""]","[""SULTAI"",""GRIXIS""]","[""SULTAI""]","[""YORE""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_YORE_engineered_agency,hall,MISSING,hall_YORE_engineered_agency#answer-4,Listen for the living answer,"The limit may be a signal from life, terrain, body, or belonging rather than a problem to mechanize.",natural signal over constructed agency,community-and-belonging,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""TEMUR"",""NAYA"",""G""]","[""TEMUR""]","[""YORE""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_YORE_artifice_boundary,hall,MISSING,hall_YORE_artifice_boundary#answer-1,The machine refuses surrender,Artifacts and recursion matter because they turn natural closure into constructed continuity and agency.,artifice as refusal of natural surrender,expression-and-performance,"[""gameplay-or-deck-behavior"",""psychographic-or-motivational-inference-risk"",""aesthetic-or-narrative-preference""]","[""YORE""]","[""YORE""]","[""ESPER"",""GRIXIS"",""JESKAI"",""MARDU"",""SULTAI""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_YORE_artifice_boundary,hall,MISSING,hall_YORE_artifice_boundary#answer-2,The deck just likes artifacts,"The pull is the card type or engine efficiency, not the missing-Green worldview.",generic artifact preference,expression-and-performance,"[""gameplay-or-deck-behavior"",""aesthetic-or-narrative-preference""]","[""ESPER""]",[],"[""YORE""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_YORE_artifice_boundary,hall,MISSING,hall_YORE_artifice_boundary#answer-3,The graveyard is the center,"The pull is reuse, death value, or recursion before artifice and constructed agency enter the frame.",generic recursion preference,expression-and-performance,"[""gameplay-or-deck-behavior"",""psychographic-or-motivational-inference-risk"",""aesthetic-or-narrative-preference""]","[""SULTAI"",""GRIXIS""]","[""SULTAI""]","[""YORE""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_YORE_artifice_boundary,hall,MISSING,hall_YORE_artifice_boundary#answer-4,The charge needs a name,"The pull is speed, oath, and a coordinated opening more than a rebuilt system.",martial opening over artifice,expression-and-performance,"[""aesthetic-or-narrative-preference"",""philosophical-preference""]","[""MARDU""]","[""MARDU""]","[""YORE""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_GLINT_living_force,hall,MISSING,hall_GLINT_living_force#answer-1,Keep the living pressure learning,"The surge matters because appetite, adaptation, force, and volatility stay tied to a living answer rather than random variance.",living force under pressure rather than generic chaos,knowledge-and-deliberation,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""GLINT""]","[""GLINT""]","[""PRISMARI"",""TEMUR"",""GRIXIS""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_GLINT_living_force,hall,MISSING,hall_GLINT_living_force#answer-2,Let variance tell the story,"The appeal is the spectacle itself: swingy turns, stack chaos, and the feeling that anything might happen.",variance without the non-White frame,expression-and-performance,"[""gameplay-or-deck-behavior"",""social-behavior"",""psychographic-or-motivational-inference-risk"",""aesthetic-or-narrative-preference""]","[""UR"",""PRISMARI""]","[""UR""]","[""GLINT""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_GLINT_living_force,hall,MISSING,hall_GLINT_living_force#answer-3,Feed the strongest instinct,The opening matters because hunger should take what it can before anyone else does.,appetite without adaptive intelligence,growth-and-nature,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""JUND""]","[""JUND""]","[""GLINT""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_GLINT_living_force,hall,MISSING,hall_GLINT_living_force#answer-4,Hear the storm before acting,"The opening matters because terrain, weather, and elemental signal should guide force before appetite enters the frame.",attunement without Black appetite,uncontrolled-editorial-construct,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""TEMUR""]","[""TEMUR""]","[""GLINT""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_GLINT_missing_white,hall,MISSING,hall_GLINT_missing_white#answer-1,It refuses civic restraint,"The engine matters because White-style order, duty, and stability are not allowed to tell appetite and living force what they may become.",missing white as active boundary,procedure-and-order,"[""social-behavior"",""psychographic-or-motivational-inference-risk"",""aesthetic-or-narrative-preference"",""philosophical-preference""]","[""GLINT""]","[""GLINT""]","[""BANT"",""ABZAN"",""WU"",""WG"",""WR""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_GLINT_missing_white,hall,MISSING,hall_GLINT_missing_white#answer-2,It is cruel and clever,"The engine matters because hidden leverage, pressure, and survival advantage stay ahead of everyone else.",grixis pressure without Green life,knowledge-and-deliberation,"[""abstract-scenario-preference""]","[""GRIXIS""]","[""GRIXIS""]","[""GLINT""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_GLINT_missing_white,hall,MISSING,hall_GLINT_missing_white#answer-3,It is hungry and feral,The engine matters because instinct and appetite deserve the kill before reflective adaptation slows them down.,jund appetite without Blue intelligence,knowledge-and-deliberation,"[""psychographic-or-motivational-inference-risk""]","[""JUND""]","[""JUND""]","[""GLINT""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_GLINT_missing_white,hall,MISSING,hall_GLINT_missing_white#answer-4,It is adaptive and wild,"The engine matters because experimentation, instinct, and elemental force stay alive without needing Black predation.",temur experimentation without Black appetite,knowledge-and-deliberation,"[""psychographic-or-motivational-inference-risk""]","[""TEMUR""]","[""TEMUR""]","[""GLINT""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_DUNE_territorial_force,hall,MISSING,hall_DUNE_territorial_force#answer-1,Claim the ground now,"Motion is trustworthy when White line, Black cost, Red ignition, and Green persistence all press the same field before distance can cool it.",organized territorial pressure before detached contemplation,knowledge-and-deliberation,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""DUNE""]","[""DUNE""]","[""GLINT"",""JUND"",""NAYA"",""MARDU"",""ABZAN""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_DUNE_territorial_force,hall,MISSING,hall_DUNE_territorial_force#answer-2,Take what instinct wants,Motion is trustworthy because appetite and survival should strike before anyone civilizes the opening.,jund instinct over common-front line,knowledge-and-deliberation,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""JUND""]","[""JUND""]","[""DUNE""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_DUNE_territorial_force,hall,MISSING,hall_DUNE_territorial_force#answer-3,Protect the living whole,"Motion is trustworthy when the charge serves abundance, belonging, and the life that must stay sheltered.",naya belonging over black conquest pressure,protection-and-duty,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""NAYA""]","[""NAYA""]","[""DUNE""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_DUNE_territorial_force,hall,MISSING,hall_DUNE_territorial_force#answer-4,Let the opening learn while it moves,Motion is trustworthy when appetite adapts in real time and volatility keeps the field alive.,glint adaptation with blue present,knowledge-and-deliberation,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""GLINT""]","[""GLINT""]","[""DUNE""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_DUNE_missing_blue,hall,MISSING,hall_DUNE_missing_blue#answer-1,It refuses detached contemplation,"The force matters because the line claims ground before Blue-style distance, modeling, or cool delay can take command.",missing blue as territorial-pressure boundary,expression-and-performance,"[""aesthetic-or-narrative-preference""]","[""DUNE""]","[""DUNE""]","[""GLINT"",""ABZAN"",""MARDU"",""JUND"",""NAYA""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_DUNE_missing_blue,hall,MISSING,hall_DUNE_missing_blue#answer-2,It is the charge with a name,"The force matters because speed, oath, and ruthless commitment move first under a war-coded opening.",mardu speed without green multiplication,speed-and-action,"[""philosophical-preference""]","[""MARDU""]","[""MARDU""]","[""DUNE""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_DUNE_missing_blue,hall,MISSING,hall_DUNE_missing_blue#answer-3,It is the house that endures,"The force matters because lineage, endurance, and survival keep pressure answerable to the living house.",abzan endurance without red ignition,speed-and-action,"[""abstract-scenario-preference""]","[""ABZAN""]","[""ABZAN""]","[""DUNE""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_DUNE_missing_blue,hall,MISSING,hall_DUNE_missing_blue#answer-4,It is the current that adapts,"The force matters because learning, appetite, volatility, and living growth keep mutating before order can pin them down.",glint volatility with blue present,procedure-and-order,"[""psychographic-or-motivational-inference-risk"",""philosophical-preference""]","[""GLINT""]","[""GLINT""]","[""DUNE""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_INK_protected_abundance,hall,MISSING,hall_INK_protected_abundance#answer-1,Guard the commons,"Sharing is trustworthy when generosity has a public boundary that keeps knowledge, care, and resources from becoming private leverage.",protected public abundance,protection-and-duty,"[""social-behavior"",""philosophical-preference"",""lore-or-setting-proxy""]","[""INK""]","[""INK""]","[""B"",""UB"",""BR"",""BG"",""GLINT"",""DUNE""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_INK_protected_abundance,hall,MISSING,hall_INK_protected_abundance#answer-2,Let appetite take the opening,The shared thing is only useful if the hungriest force can convert it before the table slows it down.,appetite over protected reciprocity,protection-and-duty,"[""social-behavior"",""psychographic-or-motivational-inference-risk"",""lore-or-setting-proxy""]","[""GLINT"",""JUND""]","[""GLINT""]","[""INK""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_INK_protected_abundance,hall,MISSING,hall_INK_protected_abundance#answer-3,Hold the line by force,"The resource stays honest when pressure, cost, and bodies keep the field claimed before distance can bargain it away.",force-backed line over open commons,community-and-belonging,"[""social-behavior"",""lore-or-setting-proxy""]","[""DUNE""]","[""DUNE""]","[""INK""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_INK_protected_abundance,hall,MISSING,hall_INK_protected_abundance#answer-4,Make the process public,"Trust comes from transparent procedure, shared records, and rules that everyone can audit.",procedure-first public process,procedure-and-order,"[""social-behavior"",""lore-or-setting-proxy""]","[""WU""]","[""WU""]","[""INK""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_INK_missing_black,hall,MISSING,hall_INK_missing_black#answer-1,It resists private capture,The center is Ink when shared resources remain open because Black-style private hoarding is not allowed to define the gift.,missing Black as anti-hoarding boundary,community-and-belonging,"[""social-behavior"",""psychographic-or-motivational-inference-risk"",""aesthetic-or-narrative-preference"",""philosophical-preference""]","[""INK""]","[""INK""]","[""B"",""UB"",""BR"",""BG""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_INK_missing_black,hall,MISSING,hall_INK_missing_black#answer-2,Everyone just gets more,"The table mainly wants more cards, mana, and favors without asking what keeps those gifts from being captured.",generic group-hug abundance,knowledge-and-deliberation,"[""gameplay-or-deck-behavior"",""social-behavior"",""psychographic-or-motivational-inference-risk"",""philosophical-preference""]","[""WG""]",[],"[""INK""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_INK_missing_black,hall,MISSING,hall_INK_missing_black#answer-3,The archive is the whole point,"The answer centers knowledge itself, treating the record as the identity rather than one protected public good among several.",public archive shortcut,protection-and-duty,"[""social-behavior"",""psychographic-or-motivational-inference-risk"",""philosophical-preference"",""lore-or-setting-proxy""]","[""U""]",[],"[""INK""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_INK_missing_black,hall,MISSING,hall_INK_missing_black#answer-4,One card carries it,A single card or commander is being asked to carry the whole identity instead of serving as bounded Commander texture.,single-anchor shortcut,knowledge-and-deliberation,"[""gameplay-or-deck-behavior"",""social-behavior"",""psychographic-or-motivational-inference-risk"",""philosophical-preference""]",[],[],"[""INK""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WITCH_patient_cultivation,hall,MISSING,hall_WITCH_patient_cultivation#answer-1,Let the roots keep the ledger,"Patience is trustworthy when growth, structure, calculation, and ambition all protect the same future before impulse can scatter it.",patient cultivation protected by structure,procedure-and-order,"[""social-behavior"",""psychographic-or-motivational-inference-risk"",""philosophical-preference""]","[""WITCH""]","[""WITCH""]","[""R"",""BR"",""RG"",""UR"",""GLINT"",""DUNE"",""INK""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WITCH_patient_cultivation,hall,MISSING,hall_WITCH_patient_cultivation#answer-2,Perfect the public order,"The patient thing matters because law, process, and improvement can keep the group legible.",bant order without Black ambition,procedure-and-order,"[""social-behavior"",""psychographic-or-motivational-inference-risk"",""philosophical-preference""]","[""BANT""]","[""BANT""]","[""WITCH""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WITCH_patient_cultivation,hall,MISSING,hall_WITCH_patient_cultivation#answer-3,Turn the hidden resource,"The patient thing matters because every secret, grave, and opportunity can become leverage.",sultai leverage without White structure,procedure-and-order,"[""gameplay-or-deck-behavior"",""social-behavior""]","[""SULTAI""]","[""SULTAI""]","[""WITCH""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WITCH_patient_cultivation,hall,MISSING,hall_WITCH_patient_cultivation#answer-4,Make the commons flourish,The patient thing matters because shared abundance should keep circulating rather than becoming one private plan.,ink commons over private inevitability,community-and-belonging,"[""social-behavior""]","[""INK""]","[""INK""]","[""WITCH""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WITCH_missing_red,hall,MISSING,hall_WITCH_missing_red#answer-1,Keep the spark out of command,"The center is Witch when impulse, spectacle, haste, and emotional release are excluded so cultivation can remain protected and calculated.",missing Red as active cultivation boundary,protection-and-duty,"[""social-behavior"",""aesthetic-or-narrative-preference""]","[""WITCH""]","[""WITCH""]","[""R"",""BR"",""RG"",""UR"",""WR"",""GLINT"",""DUNE""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WITCH_missing_red,hall,MISSING,hall_WITCH_missing_red#answer-2,Let the surge keep learning,"The plan matters because appetite, volatility, and living force should adapt in motion.",glint surge with Red present,protection-and-duty,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""GLINT""]","[""GLINT""]","[""WITCH""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WITCH_missing_red,hall,MISSING,hall_WITCH_missing_red#answer-3,Take the field before delay,"The plan matters because bodies, cost, ignition, and pressure must claim ground now.",dune pressure with Red present,protection-and-duty,"[""social-behavior""]","[""DUNE""]","[""DUNE""]","[""WITCH""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WITCH_missing_red,hall,MISSING,hall_WITCH_missing_red#answer-4,Count only the counters,"The appeal is mainly proliferate, counters, or one famous commander rather than the full missing-Red worldview.",generic counters shortcut,protection-and-duty,"[""gameplay-or-deck-behavior"",""social-behavior""]","[""UG""]",[],"[""WITCH""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WR_protection,hall,MISSING,hall_WR_protection#answer-1,Move now,Justice that arrives after the harm is complete is not enough.,protective action,procedure-and-order,"[""social-behavior""]","[""WR""]","[""WR""]","[""WU"",""LOREHOLD""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WR_protection,hall,MISSING,hall_WR_protection#answer-2,Preserve legitimacy,"If the method breaks the standard, the victory may poison the next case.",procedural restraint,procedure-and-order,"[""abstract-scenario-preference""]","[""WU""]","[""WU""]","[""WR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WR_protection,hall,MISSING,hall_WR_protection#answer-3,Check the past first,Someone has faced this before. The warning may already exist.,historical warning,procedure-and-order,"[""abstract-scenario-preference""]","[""LOREHOLD""]","[""LOREHOLD""]","[""WR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WR_protection,hall,MISSING,hall_WR_protection#answer-4,Heal the group bond,"The community needs to want protection together, not just receive it.",collective harmony,procedure-and-order,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""WG""]","[""WG""]","[""WR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_LOREHOLD_history,hall,MISSING,hall_LOREHOLD_history#answer-1,Interrogate the past,"The ruin, record, ancestor, or artifact may know what haste will miss.",historical field evidence,expression-and-performance,"[""aesthetic-or-narrative-preference"",""lore-or-setting-proxy""]","[""LOREHOLD""]","[""LOREHOLD""]","[""WR"",""UR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_LOREHOLD_history,hall,MISSING,hall_LOREHOLD_history#answer-2,Protect the present,"History matters, but the person in danger is here now.",present-tense justice,protection-and-duty,"[""social-behavior"",""aesthetic-or-narrative-preference"",""lore-or-setting-proxy""]","[""WR""]","[""WR""]","[""LOREHOLD""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_LOREHOLD_history,hall,MISSING,hall_LOREHOLD_history#answer-3,Codify the lesson,The past matters because it should become better procedure.,precedent into law,procedure-and-order,"[""philosophical-preference""]","[""WU""]","[""WU""]","[""LOREHOLD""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_LOREHOLD_history,hall,MISSING,hall_LOREHOLD_history#answer-4,Model the pattern,The past is data. The deeper truth is the structure beneath it.,historical pattern,procedure-and-order,"[""philosophical-preference""]","[""QUANDRIX""]","[""QUANDRIX""]","[""LOREHOLD""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_PRISMARI_expression,hall,MISSING,hall_PRISMARI_expression#answer-1,The unforgettable expression,Technique serves the feeling. The spell has to land in the body.,elemental artistry,expression-and-performance,"[""gameplay-or-deck-behavior"",""social-behavior"",""psychographic-or-motivational-inference-risk"",""aesthetic-or-narrative-preference""]","[""PRISMARI""]","[""PRISMARI""]","[""UR"",""QUANDRIX""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
