identity,raw_identity_id,claim_id,statement,semantic_role,canon_status,confidence,source_ids,source_types,evidence_locations,evidence_classification,public_claim_suitability,live_scoring_link
UG,simic_combine,simic_combine_claim_0016,"The MTG-Stories archive file ""Testing the Dark Waters"" is relevant evidence for Simic Combine because it matches targeted corpus queries: Simic Combine, Simic.",discovery_record,Archive-supported,Medium,"[""src_mtg_stories_testing_the_dark_waters_08bcfe47""]","[""Repository archive story file""]",[],Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
UG,simic_combine,simic_combine_claim_0017,"The MTG-Stories archive file ""Ravnica: One and the Same"" is relevant evidence for Simic Combine because it matches targeted corpus queries: Simic, biomancy.",discovery_record,Archive-supported,Medium,"[""src_mtg_stories_ravnica_one_and_the_same_0a0c6936""]","[""Repository archive story file""]",[],Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
UG,simic_combine,simic_combine_claim_0018,"Simic motivation is source-bounded as improving living systems through study, medicine, adaptation, and iterative biological change while still starting from a connection to nature.",substantive_claim,Supported Interpretation,High,"[""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""src_wotc_ravnica_allegiance_mechanics_2018""]","[""Official article"",""Official mechanics article""]","[{""source_id"":""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica Allegiance - Simic section, reviewed source lines 132-140"",""bounded_paraphrase"":""The official Simic overview supplies connection to nature, medicine, public health, biological research, clades, and continual improvement as the placement-motivation cluster."",""evidence_scope"":""placement motivation"",""interpretation_level"":""bounded-project-synthesis""},{""source_id"":""src_wotc_ravnica_allegiance_mechanics_2018"",""locator_type"":""official-mechanics-source-record"",""locator"":""Ravnica Allegiance Mechanics - Adapt / Simic section, reviewed source lines 120-128"",""bounded_paraphrase"":""The official Adapt article supports improvement through bounded creature adaptation and is used only as mechanics texture for living-system change."",""evidence_scope"":""placement motivation"",""interpretation_level"":""bounded-project-synthesis""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UG,simic_combine,simic_combine_claim_0019,"A mature or pressure Simic reading asks whether improvement of living systems remains careful, balanced, and public-health oriented, or turns into radical biological intervention under Vannifar-style pressure.",substantive_claim,Supported Interpretation,High,"[""src_wotc_flavorful_guide_ravnica_allegiance_2019""]","[""Official article""]","[{""source_id"":""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica Allegiance - Simic section, reviewed source lines 132-140"",""bounded_paraphrase"":""The official Simic overview contrasts Zegana/Utopian incremental balance with Vannifar/Adaptionist radical change, including biological transformation under political pressure."",""evidence_scope"":""pressure behavior"",""interpretation_level"":""bounded-project-synthesis""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UG,simic_combine,simic_combine_claim_0020,"Generic UG value, creatures, ramp, card draw, counters, tempo, midrange, science language, nature-plus-science aesthetics, or evolve/adapt/graft/proliferate/mutate mechanics are not Simic proof unless source-bounded living-system adaptation, biological research, medicine, clades, or improvement leads.",substantive_claim,Supported Interpretation,High,"[""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""src_wotc_ravnica_allegiance_mechanics_2018""]","[""Official article"",""Official mechanics article""]","[{""source_id"":""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica Allegiance - Simic section, reviewed source lines 132-140"",""bounded_paraphrase"":""The official Simic overview supplies the required Simic identity cluster; generic UG deck texture and broad science/nature aesthetics are only adjacent unless bounded by that cluster."",""evidence_scope"":""placement boundary"",""interpretation_level"":""bounded-project-synthesis""},{""source_id"":""src_wotc_ravnica_allegiance_mechanics_2018"",""locator_type"":""official-mechanics-source-record"",""locator"":""Ravnica Allegiance Mechanics - Adapt / Simic section, reviewed source lines 120-128"",""bounded_paraphrase"":""Adapt supplies bounded mechanics texture but does not authorize mechanic-first proof for all counter, evolve, graft, proliferate, mutate, ramp, or card-draw decks."",""evidence_scope"":""placement boundary"",""interpretation_level"":""bounded-project-synthesis""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UG,simic_combine,simic_combine_claim_0021,"Mono-blue information, planning, knowledge, calculation, control, or experimentation is not Simic proof unless the answer turns toward source-bounded living organisms, biological adaptation, medicine, or improvement of nature.",substantive_claim,Supported Interpretation,High,"[""src_wotc_flavorful_guide_ravnica_allegiance_2019""]","[""Official article""]","[{""source_id"":""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica Allegiance - Simic section, reviewed source lines 132-140"",""bounded_paraphrase"":""The official Simic overview supplies biology, adaptation, medicine, public health, and improvement of nature as the boundary from mono-blue knowledge or planning alone."",""evidence_scope"":""neighbor boundary"",""interpretation_level"":""bounded-project-synthesis""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UG,simic_combine,simic_combine_claim_0022,"Mono-green nature, growth, instinct, creatures, ecology, or preservation is not Simic proof unless joined to source-bounded biological research, adaptive change, medicine, or iterative improvement.",substantive_claim,Supported Interpretation,High,"[""src_wotc_flavorful_guide_ravnica_allegiance_2019""]","[""Official article""]","[{""source_id"":""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica Allegiance - Simic section, reviewed source lines 132-140"",""bounded_paraphrase"":""The official Simic overview joins nature to research, medicine, public health, and improvement, which distinguishes Simic from mono-green nature or growth alone."",""evidence_scope"":""neighbor boundary"",""interpretation_level"":""bounded-project-synthesis""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UG,simic_combine,simic_combine_claim_0023,"Izzet-like invention, spark, explosive experiment, gadgeteering, or improvisational research is not Simic proof unless the work is centered on living systems, biological adaptation, public health, or clade research.",substantive_claim,Supported Interpretation,High,"[""src_wotc_flavorful_guide_ravnica_allegiance_2019""]","[""Official article""]","[{""source_id"":""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica Allegiance - Simic section, reviewed source lines 132-140"",""bounded_paraphrase"":""The official Simic overview supplies living-system research, clades, medicine, and adaptation as the Simic-side boundary from invention-first experiment language."",""evidence_scope"":""neighbor boundary"",""interpretation_level"":""bounded-project-synthesis""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UG,simic_combine,simic_combine_claim_0024,"Golgari-like survival, rot, decay, undercity resource cycles, recursion, or death-as-ecology is not Simic proof unless life is being studied or improved as an adaptive biological system rather than reclaimed through decay.",substantive_claim,Supported Interpretation,High,"[""src_wotc_flavorful_guide_ravnica_allegiance_2019""]","[""Official article""]","[{""source_id"":""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica Allegiance - Simic section, reviewed source lines 132-140"",""bounded_paraphrase"":""The official Simic overview supplies public health, biological research, adaptation, and improvement as the boundary from decay, survival, or resource-cycle readings."",""evidence_scope"":""neighbor boundary"",""interpretation_level"":""bounded-project-synthesis""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UG,simic_combine,simic_combine_claim_0025,"Selesnya-like harmony, communal belonging, preservation, or nature as shared home is not Simic proof unless the source-bounded method is biological inquiry, adaptation, medicine, or improvement rather than communal harmony.",substantive_claim,Supported Interpretation,High,"[""src_wotc_flavorful_guide_ravnica_allegiance_2019""]","[""Official article""]","[{""source_id"":""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica Allegiance - Simic section, reviewed source lines 132-140"",""bounded_paraphrase"":""The official Simic overview uses connection to nature together with research, public health, clades, and improvement, which distinguishes Simic from nature-as-community preservation."",""evidence_scope"":""neighbor boundary"",""interpretation_level"":""bounded-project-synthesis""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UG,simic_combine,simic_combine_claim_0026,"Gruul-like instinct, wild release, rage, territorial revolt, or anti-civilization pressure is not Simic proof unless living systems are deliberately studied, healed, adapted, or improved.",substantive_claim,Supported Interpretation,High,"[""src_wotc_flavorful_guide_ravnica_allegiance_2019""]","[""Official article""]","[{""source_id"":""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica Allegiance - Simic section, reviewed source lines 132-140"",""bounded_paraphrase"":""The official Simic overview frames the guild as scientists, physicians, surgeons, clades, and zonot-based researchers rather than anti-civilization revolt."",""evidence_scope"":""neighbor boundary"",""interpretation_level"":""bounded-project-synthesis""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UG,simic_combine,simic_combine_claim_0027,"Dimir-like secrecy, covert information, hidden leverage, or manipulation is not Simic proof unless secrecy is secondary to source-bounded biological research, medicine, or living-system adaptation.",substantive_claim,Supported Interpretation,High,"[""src_wotc_flavorful_guide_ravnica_allegiance_2019""]","[""Official article""]","[{""source_id"":""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica Allegiance - Simic section, reviewed source lines 132-140"",""bounded_paraphrase"":""The official Simic overview notes reclusive and secretive laboratories, but the bounded Simic method remains scientists, physicians, public health, clades, and biological research rather than information control."",""evidence_scope"":""neighbor boundary"",""interpretation_level"":""bounded-project-synthesis""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UG,simic_combine,simic_combine_claim_0028,"Quandrix-like mathematics, proof, abstraction, theory, pattern, or equations is not Simic proof unless the system being changed is a living organism or biological ecology rather than abstract form.",substantive_claim,Supported Interpretation,High,"[""src_wotc_flavorful_guide_ravnica_allegiance_2019""]","[""Official article""]","[{""source_id"":""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica Allegiance - Simic section, reviewed source lines 132-140"",""bounded_paraphrase"":""The official Simic overview supplies living organisms, clades, biological research, and improvement as the Simic-side boundary from abstraction or mathematical pattern alone."",""evidence_scope"":""neighbor boundary"",""interpretation_level"":""bounded-project-synthesis""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UG,simic_combine,simic_combine_claim_0029,"Witherbloom-like essence, potion craft, pests, life-death exchange, or vitality cost is not Simic proof unless the source-bounded method is biological adaptation and improvement rather than spending or harvesting life force.",substantive_claim,Supported Interpretation,High,"[""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""src_wotc_ravnica_allegiance_mechanics_2018""]","[""Official article"",""Official mechanics article""]","[{""source_id"":""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica Allegiance - Simic section, reviewed source lines 132-140"",""bounded_paraphrase"":""The official Simic overview supplies medicine, biological research, public health, and improvement as the boundary from life/death craft."",""evidence_scope"":""neighbor boundary"",""interpretation_level"":""bounded-project-synthesis""},{""source_id"":""src_wotc_ravnica_allegiance_mechanics_2018"",""locator_type"":""official-mechanics-source-record"",""locator"":""Ravnica Allegiance Mechanics - Adapt / Simic section, reviewed source lines 120-128"",""bounded_paraphrase"":""Adapt supports only bounded living-system improvement texture and does not authorize life/death craft as Simic proof."",""evidence_scope"":""neighbor boundary"",""interpretation_level"":""bounded-project-synthesis""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UG,simic_combine,simic_combine_claim_0030,"Bant-like order, community, stewardship, or idealized virtue at a broader three-color identity is not Simic proof unless living-system adaptation, medicine, clade research, or biological improvement is the active method.",substantive_claim,Supported Interpretation,High,"[""src_wotc_flavorful_guide_ravnica_allegiance_2019""]","[""Official article""]","[{""source_id"":""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica Allegiance - Simic section, reviewed source lines 132-140"",""bounded_paraphrase"":""The official Simic overview supplies the Ravnican UG biological-research and improvement frame that distinguishes Simic from broader community or order language."",""evidence_scope"":""neighbor boundary"",""interpretation_level"":""bounded-project-synthesis""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UG,simic_combine,simic_combine_claim_0031,"Temur-like wild expression, elemental momentum, creature scale, or instinctive adaptation is not Simic proof unless the change is studied and directed through Simic biological research or improvement.",substantive_claim,Supported Interpretation,High,"[""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""src_wotc_ravnica_allegiance_mechanics_2018""]","[""Official article"",""Official mechanics article""]","[{""source_id"":""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica Allegiance - Simic section, reviewed source lines 132-140"",""bounded_paraphrase"":""The official Simic overview supplies scientists, clades, medicine, and biological research as the boundary from wild or instinctive creature-scale readings."",""evidence_scope"":""neighbor boundary"",""interpretation_level"":""bounded-project-synthesis""},{""source_id"":""src_wotc_ravnica_allegiance_mechanics_2018"",""locator_type"":""official-mechanics-source-record"",""locator"":""Ravnica Allegiance Mechanics - Adapt / Simic section, reviewed source lines 120-128"",""bounded_paraphrase"":""Adapt supplies bounded directed-improvement texture and does not turn all creature scale or wild adaptation into Simic proof."",""evidence_scope"":""neighbor boundary"",""interpretation_level"":""bounded-project-synthesis""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UG,simic_combine,simic_combine_claim_0032,"Sultai-like exploitation, resource strategy, long-term manipulation, or power through organic resources is not Simic proof unless bounded by Simic living-system adaptation, public health, or biological improvement rather than extraction.",substantive_claim,Supported Interpretation,High,"[""src_wotc_flavorful_guide_ravnica_allegiance_2019""]","[""Official article""]","[{""source_id"":""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica Allegiance - Simic section, reviewed source lines 132-140"",""bounded_paraphrase"":""The official Simic overview supplies medicine, public health, clades, and improvement as the boundary from broader exploitation or resource-strategy language."",""evidence_scope"":""neighbor boundary"",""interpretation_level"":""bounded-project-synthesis""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UG,simic_combine,simic_combine_claim_0033,The guide identifies Momir Vig as a former guildmaster whose cytoplast work and plan to improve life represent old-Simic biological-improvement history.,substantive_claim,Canon-supported,High,"[""src_wotc_flavorful_guide_ravnica_allegiance_2019""]","[""Official article""]","[{""source_id"":""src_wotc_flavorful_guide_ravnica_allegiance_2019"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica Allegiance - Simic section, reviewed source lines 132-140"",""bounded_paraphrase"":""The official Simic overview is used for Momir Vig as former guildmaster, cytoplast creator, and old-Simic biological-improvement figure."",""evidence_scope"":""character-specific"",""interpretation_level"":""direct-source-support""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UR,izzet_league,claim_izzet_league_0001,,substantive_claim,Confirmed Canon,High,"[""src_izzet_league_0001"",""src_izzet_league_0005"",""src_izzet_league_0007""]","[""Official Story"",""Official Mechanics"",""Official Card Data""]","[{""source_id"":""src_izzet_league_0001"",""locator_type"":""official-source-record"",""locator"":""Ravnica — reviewed source record src_izzet_league_0001"",""bounded_paraphrase"":""The Izzet League is the blue-red guild of Ravnica. Local source review summary: Official plane overview stating that Ravnica has ten two-color guilds and that the dragon-led blue-red Izzet fuse elemental magic and technology as masters of innovation."",""evidence_scope"":""identity-wide"",""interpretation_level"":""direct-source-support""},{""source_id"":""src_izzet_league_0005"",""locator_type"":""official-mechanics-source-record"",""locator"":""Return to Ravnica Mechanics — reviewed source record src_izzet_league_0005"",""bounded_paraphrase"":""The Izzet League is the blue-red guild of Ravnica. Local source review summary: Official mechanics article describing Return to Ravnica guilds, calling Izzet blue-red experimenters, and explaining overload as the Izzet League mechanic."",""evidence_scope"":""identity-wide"",""interpretation_level"":""direct-source-support""},{""source_id"":""src_izzet_league_0007"",""locator_type"":""official-card-data-source-record"",""locator"":""Commanding the Guilds of Ravnica — reviewed source record src_izzet_league_0007"",""bounded_paraphrase"":""The Izzet League is the blue-red guild of Ravnica. Local source review summary: Official Commander-focused article describing Izzet as blue-red, tied to public works, infrastructure, experimentation, instants, sorceries, combinations, and mana mastery."",""evidence_scope"":""identity-wide"",""interpretation_level"":""direct-source-support""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UR,izzet_league,claim_izzet_league_0002,,substantive_claim,Confirmed Canon,High,"[""src_izzet_league_0001"",""src_izzet_league_0010""]","[""Official Story""]","[{""source_id"":""src_izzet_league_0001"",""locator_type"":""official-source-record"",""locator"":""Ravnica — reviewed source record src_izzet_league_0001"",""bounded_paraphrase"":""Ravnica has ten guilds that each master two colors of mana. Local source review summary: Official plane overview stating that Ravnica has ten two-color guilds and that the dragon-led blue-red Izzet fuse elemental magic and technology as masters of innovation."",""evidence_scope"":""identity-wide"",""interpretation_level"":""direct-source-support""},{""source_id"":""src_izzet_league_0010"",""locator_type"":""official-source-record"",""locator"":""Planeswalker's Guide to Murders at Karlov Manor — reviewed source record src_izzet_league_0010"",""bounded_paraphrase"":""Ravnica has ten guilds that each master two colors of mana. Local source review summary: Official current-status Ravnica guide describing the post-Phyrexian invasion state of the guilds, Niv-Mizzet as current Living Guildpact, Izzet reconstruction work, and some Izzet/Simic being drawn to Phyrexian opportunities."",""evidence_scope"":""identity-wide"",""interpretation_level"":""direct-source-support""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UR,izzet_league,claim_izzet_league_0003,,substantive_claim,Confirmed Canon,High,"[""src_izzet_league_0001""]","[""Official Story""]","[{""source_id"":""src_izzet_league_0001"",""locator_type"":""official-source-record"",""locator"":""Ravnica — reviewed source record src_izzet_league_0001"",""bounded_paraphrase"":""The dragon-led Izzet fuse elemental magic and technology. Local source review summary: Official plane overview stating that Ravnica has ten two-color guilds and that the dragon-led blue-red Izzet fuse elemental magic and technology as masters of innovation."",""evidence_scope"":""identity-wide"",""interpretation_level"":""direct-source-support""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UR,izzet_league,claim_izzet_league_0004,,substantive_claim,Confirmed Canon,High,"[""src_izzet_league_0001""]","[""Official Story""]","[{""source_id"":""src_izzet_league_0001"",""locator_type"":""official-source-record"",""locator"":""Ravnica — reviewed source record src_izzet_league_0001"",""bounded_paraphrase"":""The Izzet are described as masters of innovation on Ravnica. Local source review summary: Official plane overview stating that Ravnica has ten two-color guilds and that the dragon-led blue-red Izzet fuse elemental magic and technology as masters of innovation."",""evidence_scope"":""identity-wide placement interpretation"",""interpretation_level"":""direct-source-support""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UR,izzet_league,claim_izzet_league_0005,,substantive_claim,Confirmed Canon,High,"[""src_izzet_league_0002""]","[""Official Story""]","[{""source_id"":""src_izzet_league_0002"",""locator_type"":""official-source-record"",""locator"":""Planeswalker's Guide to Return to Ravnica: Part 2 — reviewed source record src_izzet_league_0002"",""bounded_paraphrase"":""The original mandate of the Izzet guild was to provide solutions for public works projects, including sewers, boilers, and roadways. Local source review summary: Primary official worldbuilding source for Izzet identity, mandate, Niv-Mizzet, internal court, key locations, roles, weirds, Interlocus, and attitudes toward other guilds."",""evidence_scope"":""guild structure and institutional role"",""interpretation_level"":""direct-source-support""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UR,izzet_league,claim_izzet_league_0006,,substantive_claim,Confirmed Canon,High,"[""src_izzet_league_0002""]","[""Official Story""]","[{""source_id"":""src_izzet_league_0002"",""locator_type"":""official-source-record"",""locator"":""Planeswalker's Guide to Return to Ravnica: Part 2 — reviewed source record src_izzet_league_0002"",""bounded_paraphrase"":""Izzet experiments often produce dangerous or uncontrolled phenomena such as mana geysers, spatial rifts, or arcane portals. Local source review summary: Primary official worldbuilding source for Izzet identity, mandate, Niv-Mizzet, internal court, key locations, roles, weirds, Interlocus, and attitudes toward other guilds."",""evidence_scope"":""identity-wide placement interpretation"",""interpretation_level"":""direct-source-support""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UR,izzet_league,claim_izzet_league_0007,,substantive_claim,Confirmed Canon,High,"[""src_izzet_league_0002""]","[""Official Story""]","[{""source_id"":""src_izzet_league_0002"",""locator_type"":""official-source-record"",""locator"":""Planeswalker's Guide to Return to Ravnica: Part 2 — reviewed source record src_izzet_league_0002"",""bounded_paraphrase"":""The purpose of Niv-Mizzet's late Return to Ravnica-era push into deeper dangerous experimental magic was stated as unknown. Local source review summary: Primary official worldbuilding source for Izzet identity, mandate, Niv-Mizzet, internal court, key locations, roles, weirds, Interlocus, and attitudes toward other guilds."",""evidence_scope"":""story timeline and historical role"",""interpretation_level"":""direct-source-support""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UR,izzet_league,claim_izzet_league_0008,,substantive_claim,Confirmed Canon,High,"[""src_izzet_league_0002"",""src_izzet_league_0003""]","[""Official Story""]","[{""source_id"":""src_izzet_league_0002"",""locator_type"":""official-source-record"",""locator"":""Planeswalker's Guide to Return to Ravnica: Part 2 — reviewed source record src_izzet_league_0002"",""bounded_paraphrase"":""Niv-Mizzet, the Firemind, is the original parun of the Izzet League. Local source review summary: Primary official worldbuilding source for Izzet identity, mandate, Niv-Mizzet, internal court, key locations, roles, weirds, Interlocus, and attitudes toward other guilds."",""evidence_scope"":""key figure or character evidence"",""interpretation_level"":""direct-source-support""},{""source_id"":""src_izzet_league_0003"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica — reviewed source record src_izzet_league_0003"",""bounded_paraphrase"":""Niv-Mizzet, the Firemind, is the original parun of the Izzet League. Local source review summary: Official Guilds of Ravnica feature summarizing Izzet values, invention, civic engineering, Niv-Mizzet's leadership, Ral Zarek's day-to-day role, and Ral's hidden Bolas allegiance at that story point."",""evidence_scope"":""key figure or character evidence"",""interpretation_level"":""direct-source-support""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UR,izzet_league,claim_izzet_league_0009,,substantive_claim,Confirmed Canon,High,"[""src_izzet_league_0002"",""src_izzet_league_0003""]","[""Official Story""]","[{""source_id"":""src_izzet_league_0002"",""locator_type"":""official-source-record"",""locator"":""Planeswalker's Guide to Return to Ravnica: Part 2 — reviewed source record src_izzet_league_0002"",""bounded_paraphrase"":""Niv-Mizzet rarely concerns himself with the day-to-day running of the Izzet guild. Local source review summary: Primary official worldbuilding source for Izzet identity, mandate, Niv-Mizzet, internal court, key locations, roles, weirds, Interlocus, and attitudes toward other guilds."",""evidence_scope"":""guild structure and institutional role"",""interpretation_level"":""direct-source-support""},{""source_id"":""src_izzet_league_0003"",""locator_type"":""official-source-record"",""locator"":""A Flavorful Guide to the Guilds of Ravnica — reviewed source record src_izzet_league_0003"",""bounded_paraphrase"":""Niv-Mizzet rarely concerns himself with the day-to-day running of the Izzet guild. Local source review summary: Official Guilds of Ravnica feature summarizing Izzet values, invention, civic engineering, Niv-Mizzet's leadership, Ral Zarek's day-to-day role, and Ral's hidden Bolas allegiance at that story point."",""evidence_scope"":""guild structure and institutional role"",""interpretation_level"":""direct-source-support""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UR,izzet_league,claim_izzet_league_0010,,substantive_claim,Confirmed Canon,High,"[""src_izzet_league_0002""]","[""Official Story""]","[{""source_id"":""src_izzet_league_0002"",""locator_type"":""official-source-record"",""locator"":""Planeswalker's Guide to Return to Ravnica: Part 2 — reviewed source record src_izzet_league_0002"",""bounded_paraphrase"":""The Izmundi are servants of Niv-Mizzet who make up his personal court. Local source review summary: Primary official worldbuilding source for Izzet identity, mandate, Niv-Mizzet, internal court, key locations, roles, weirds, Interlocus, and attitudes toward other guilds."",""evidence_scope"":""guild structure and institutional role"",""interpretation_level"":""direct-source-support""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UR,izzet_league,claim_izzet_league_0011,,substantive_claim,Confirmed Canon,High,"[""src_izzet_league_0002""]","[""Official Story""]","[{""source_id"":""src_izzet_league_0002"",""locator_type"":""official-source-record"",""locator"":""Planeswalker's Guide to Return to Ravnica: Part 2 — reviewed source record src_izzet_league_0002"",""bounded_paraphrase"":""The Izmagnus are the most powerful members of the Izmundi court. Local source review summary: Primary official worldbuilding source for Izzet identity, mandate, Niv-Mizzet, internal court, key locations, roles, weirds, Interlocus, and attitudes toward other guilds."",""evidence_scope"":""guild structure and institutional role"",""interpretation_level"":""direct-source-support""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UR,izzet_league,claim_izzet_league_0012,,substantive_claim,Confirmed Canon,High,"[""src_izzet_league_0002""]","[""Official Story""]","[{""source_id"":""src_izzet_league_0002"",""locator_type"":""official-source-record"",""locator"":""Planeswalker's Guide to Return to Ravnica: Part 2 — reviewed source record src_izzet_league_0002"",""bounded_paraphrase"":""Nivix, also known as the Aerie of the Firemind, is the home of Niv-Mizzet and the central guildhall of the Izzet. Local source review summary: Primary official worldbuilding source for Izzet identity, mandate, Niv-Mizzet, internal court, key locations, roles, weirds, Interlocus, and attitudes toward other guilds."",""evidence_scope"":""location or infrastructure evidence"",""interpretation_level"":""direct-source-support""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
UR,izzet_league,claim_izzet_league_0013,,substantive_claim,Confirmed Canon,High,"[""src_izzet_league_0002""]","[""Official Story""]","[{""source_id"":""src_izzet_league_0002"",""locator_type"":""official-source-record"",""locator"":""Planeswalker's Guide to Return to Ravnica: Part 2 — reviewed source record src_izzet_league_0002"",""bounded_paraphrase"":""Nivix houses Izzet alchemists, mages, and sages who are constantly theorizing and experimenting. Local source review summary: Primary official worldbuilding source for Izzet identity, mandate, Niv-Mizzet, internal court, key locations, roles, weirds, Interlocus, and attitudes toward other guilds."",""evidence_scope"":""location or infrastructure evidence"",""interpretation_level"":""direct-source-support""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
